locus_tag,gene_name,ncrna,start,end,strand,read_count,ins_index,gene_length,ins_count,fcn
b3284,smg,0,3431991,3432464,-1,3004,0.220140515222482,474,94,DUF494 domain-containing protein Smg
b4473,smf,0,3432436,3433560,-1,4700,0.162882527147088,1125,165,protein Smf
b3287,def,0,3433690,3434199,1,22,0.00871459694989107,510,4,peptide deformylase
b3288,fmt,0,3434214,3435161,1,10,0.00117096018735363,948,1,10-formyltetrahydrofolate:L-methionyl-tRNA(fMet) N-formyltransferase
b3289,rsmB,0,3435207,3436496,1,4638,0.146425495262705,1290,170,16S rRNA m(5)C967 methyltransferase
b3290,trkA,0,3436518,3437894,1,3646,0.176612903225806,1377,219,NAD-binding component of Trk potassium transporters
b3291,mscL,0,3438024,3438434,1,5946,0.351351351351351,411,130,large conductance mechanosensitive channel
b4550,arfA,0,3438431,3438649,-1,2168,0.227272727272727,219,45,alternative ribosome-rescue factor A
b3292,zntR,0,3438705,3439130,-1,2438,0.166666666666667,426,64,DNA-binding transcriptional activator ZntR
b3293,yhdN,0,3439141,3439509,-1,823,0.0930930930930931,369,31,DUF1992 domain-containing protein YhdN
b3294,rplQ,0,3439616,3439999,-1,0,0,384,0,50S ribosomal subunit protein L17
b3295,rpoA,0,3440040,3441029,-1,0,0,990,0,RNA polymerase subunit alpha
b3296,rpsD,0,3441055,3441675,-1,0,0,621,0,30S ribosomal subunit protein S4
b3297,rpsK,0,3441709,3442098,-1,1,0.00284900284900285,390,1,30S ribosomal subunit protein S11
b3298,rpsM,0,3442115,3442471,-1,0,0,357,0,30S ribosomal subunit protein S13
b3299,rpmJ,0,3442618,3442734,-1,0,0,117,0,50S ribosomal subunit protein L36
b3300,secY,0,3442766,3444097,-1,0,0,1332,0,Sec translocon subunit SecY
b3301,rplO,0,3444105,3444539,-1,0,0,435,0,50S ribosomal subunit protein L15
b3302,rpmD,0,3444543,3444722,-1,0,0,180,0,50S ribosomal subunit protein L30
b3303,rpsE,0,3444726,3445229,-1,0,0,504,0,30S ribosomal subunit protein S5
b3304,rplR,0,3445244,3445597,-1,0,0,354,0,50S ribosomal subunit protein L18
b3305,rplF,0,3445607,3446140,-1,0,0,534,0,50S ribosomal subunit protein L6
b3306,rpsH,0,3446153,3446545,-1,0,0,393,0,30S ribosomal subunit protein S8
b3307,rpsN,0,3446579,3446884,-1,0,0,306,0,30S ribosomal subunit protein S14
b3308,rplE,0,3446899,3447438,-1,0,0,540,0,50S ribosomal subunit protein L5
b3309,rplX,0,3447453,3447767,-1,0,0,315,0,50S ribosomal subunit protein L24
b3310,rplN,0,3447778,3448149,-1,0,0,372,0,50S ribosomal subunit protein L14
b3311,rpsQ,0,3448314,3448568,-1,2,0.00434782608695652,255,1,30S ribosomal subunit protein S17
b3312,rpmC,0,3448568,3448759,-1,0,0,192,0,50S ribosomal subunit protein L29
b3313,rplP,0,3448759,3449169,-1,5,0.0027027027027027,411,1,50S ribosomal subunit protein L16
b3314,rpsC,0,3449182,3449883,-1,0,0,702,0,30S ribosomal subunit protein S3
b3315,rplV,0,3449901,3450233,-1,0,0,333,0,50S ribosomal subunit protein L22
b3316,rpsS,0,3450248,3450526,-1,0,0,279,0,30S ribosomal subunit protein S19
b3317,rplB,0,3450543,3451364,-1,0,0,822,0,50S ribosomal subunit protein L2
b3318,rplW,0,3451382,3451684,-1,0,0,303,0,50S ribosomal subunit protein L23
b3319,rplD,0,3451681,3452286,-1,1,0.00183150183150183,606,1,50S ribosomal subunit protein L4
b3320,rplC,0,3452297,3452926,-1,0,0,630,0,50S ribosomal subunit protein L3
b3321,rpsJ,0,3452959,3453270,-1,5,0.00355871886120996,312,1,30S ribosomal subunit protein S10
b3322,gspB,0,3453508,3453927,-1,4666,0.259259259259259,420,98,putative general secretion pathway protein B
b3323,gspA,0,3453929,3455398,-1,17785,0.305366591080877,1470,404,Type II secretion system protein GspA
b3324,gspC,0,3455578,3456393,1,9662,0.304761904761905,816,224,Type II secretion system protein GspC
b3325,gspD,0,3456377,3458329,1,12759,0.206484641638225,1953,363,Type II secretion system protein GspD
b3326,gspE,0,3458339,3459820,1,8257,0.155172413793103,1482,207,Type II secretion system protein GspE
b3327,gspF,0,3459817,3461013,1,6569,0.156771799628942,1197,169,Type II secretion system protein GspF
b3328,gspG,0,3461023,3461460,1,1447,0.131645569620253,438,52,Type II secretion system protein GspG
b3329,gspH,0,3461468,3461977,1,2170,0.143790849673203,510,66,Type II secretion system protein GspH
b3330,gspI,0,3461974,3462351,1,2102,0.158357771260997,378,54,Type II secretion system protein GspI
b3331,gspJ,0,3462344,3462931,1,2139,0.164150943396226,588,87,Type II secretion system protein GspJ
b3332,gspK,0,3462924,3463907,1,4295,0.164785553047404,984,146,Type II secretion system protein GspK
b3333,gspL,0,3463922,3465085,1,5873,0.177480916030534,1164,186,Type II secretion system protein GspL
b3334,gspM,0,3465082,3465543,1,1959,0.141826923076923,462,59,Type II secretion system protein GspM
b3335,gspO,0,3465543,3466220,1,3855,0.176759410801964,678,108,Type II secretion system prepilin peptidase
b3336,bfr,0,3466249,3466725,-1,4531,0.258139534883721,477,111,bacterioferritin
b3337,bfd,0,3466797,3466991,-1,2851,0.306818181818182,195,54,bacterioferritin-associated ferredoxin
b3338,chiA,0,3467160,3469853,-1,25620,0.200824742268041,2694,487,endochitinase
b3339,tufA,0,3470145,3471329,-1,1199,0.133083411433927,1185,142,translation elongation factor Tu 1
b3340,fusA,0,3471400,3473514,-1,4,0.000525210084033613,2115,1,elongation factor G
b3341,rpsG,0,3473542,3474081,-1,72,0.01440329218107,540,7,30S ribosomal subunit protein S7
b3342,rpsL,0,3474178,3474552,-1,0,0,375,0,30S ribosomal subunit protein S12
b3343,tusB,0,3474678,3474965,-1,148,0.0730769230769231,288,19,sulfurtransferase complex subunit TusB
b3344,tusC,0,3474973,3475332,-1,109,0.058641975308642,360,19,sulfurtransferase complex subunit TusC
b3345,tusD,0,3475332,3475718,-1,116,0.0601719197707736,387,21,sulfurtransferase complex subunit TusD
b3346,yheO,0,3475718,3476440,-1,1999,0.1321044546851,723,86,DNA-binding transcriptional regulator YheO
b3347,fkpA,0,3476607,3477419,-1,4681,0.176229508196721,813,129,peptidyl-prolyl cis-trans isomerase FkpA
b3348,slyX,0,3477640,3477858,1,608,0.121212121212121,219,24,protein SlyX
b3349,slyD,0,3477907,3478497,-1,2788,0.18984962406015,591,101,FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
b4551,yheV,0,3478592,3478792,-1,837,0.110497237569061,201,20,DUF2387 domain-containing protein YheV
b3350,kefB,0,3478802,3480607,-1,8693,0.161131611316113,1806,262,K(+) : H(+) antiporter KefB
b3351,kefG,0,3480607,3481161,-1,3533,0.188,555,94,glutathione-regulated potassium-efflux system ancillary protein KefG
b3352,yheS,0,3481289,3483202,1,7368,0.115496227510157,1914,199,putative ATP-binding protein YheS
b3353,yheT,0,3483202,3484224,1,5604,0.160694896851249,1023,148,putative hydrolase YheT
b3354,yheU,0,3484218,3484436,1,1485,0.171717171717172,219,34,UPF0270 family protein YheU
b3355,prkB,0,3484490,3485359,1,4223,0.176245210727969,870,138,putative phosphoribulokinase
b3356,yhfA,0,3485414,3485818,-1,883,0.0904109589041096,405,33,OsmC family protein YhfA
b3357,crp,0,3486120,3486752,1,72,0.0350877192982456,633,20,DNA-binding transcriptional dual regulator CRP
b3358,yhfK,0,3486791,3488893,1,11469,0.154780771262546,2103,293,putative transporter YhfK
b3359,argD,0,3488960,3490180,-1,5242,0.13648771610555,1221,150,N-acetylornithine aminotransferase/N-succinyldiaminopimelate aminotransferase
b3360,pabA,0,3490266,3490829,-1,1843,0.100393700787402,564,51,aminodeoxychorismate synthase subunit 2
b3361,fic,0,3490861,3491463,-1,1408,0.0920810313075506,603,50,putative adenosine monophosphate--protein transferase Fic
b3362,yhfG,0,3491453,3491620,-1,806,0.190789473684211,168,29,DUF2559 domain-containing protein YhfG
b3363,ppiA,0,3491725,3492297,-1,1855,0.118217054263566,573,61,peptidyl-prolyl cis-trans isomerase A
b3364,tsgA,0,3492568,3493749,1,8373,0.191729323308271,1182,204,putative transporter TsgA
b3365,nirB,0,3494011,3496554,1,10367,0.131877729257642,2544,302,nitrite reductase catalytic subunit NirB
b3366,nirD,0,3496551,3496877,1,1368,0.115254237288136,327,34,nitrite reductase subunit NirD
b3367,nirC,0,3497003,3497809,1,7136,0.232462173314993,807,169,nitrite transporter NirC
b3368,cysG,0,3497828,3499201,1,6781,0.167340339531124,1374,207,siroheme synthase
b3369,yhfL,0,3499448,3499615,1,7140,0.368421052631579,168,56,DUF4223 domain-containing lipoprotein YhfL
b3370,frlA,0,3499910,3501247,1,5566,0.164315352697095,1338,198,fructoselysine/psicoselysine transporter
b3371,frlB,0,3501268,3502290,1,2264,0.0933767643865364,1023,86,fructoselysine 6-phosphate deglycase
b4474,frlC,0,3502340,3503170,1,3033,0.124331550802139,831,93,fructoselysine 3-epimerase
b3374,frlD,0,3503167,3503952,1,3138,0.115819209039548,786,82,fructoselysine 6-kinase
b3375,frlR,0,3504052,3504783,1,2280,0.113808801213961,732,75,putative DNA-binding transcriptional regulator FrlR
b3376,yhfS,0,3504935,3506020,-1,4265,0.125766871165644,1086,123,putative aminotransferase YhfS
b3377,yhfT,0,3506032,3507336,-1,3605,0.120851063829787,1305,142,uncharacterized protein YhfT
b3378,yhfU,0,3507348,3507701,-1,657,0.0721003134796238,354,23,DUF2620 domain-containing protein YhfU
b3379,php,0,3507712,3508590,-1,2844,0.0997474747474748,879,79,putative hydrolase
b3380,yhfW,0,3508587,3509813,-1,2925,0.0923076923076923,1227,102,putative mutase YhfW
b3381,yhfX,0,3509813,3510976,-1,4556,0.126908396946565,1164,133,putative PLP-binding protein YhfX
b3382,yhfY,0,3511060,3511422,-1,1187,0.0978593272171254,363,32,PRD domain-containing protein YhfY
b3383,yhfZ,0,3511439,3512344,-1,2972,0.107843137254902,906,88,putative DNA-binding transcriptional regulator YhfZ
b3384,trpS,0,3512634,3513638,-1,0,0,1005,0,tryptophan--tRNA ligase
b3385,gph,0,3513631,3514389,-1,3732,0.16374269005848,759,112,phosphoglycolate phosphatase
b3386,rpe,0,3514382,3515059,-1,305,0.0621931260229133,678,38,ribulose-phosphate 3-epimerase
b3387,dam,0,3515077,3515913,-1,2016,0.116710875331565,837,88,DNA adenine methyltransferase
b3388,damX,0,3516020,3517306,-1,4006,0.108714408973253,1287,126,cell division protein DamX
b3389,aroB,0,3517398,3518486,-1,1913,0.117227319062181,1089,115,3-dehydroquinate synthase
b3390,aroK,0,3518543,3519064,-1,458,0.0787234042553192,522,37,shikimate kinase 1
b3391,hofQ,0,3519465,3520703,-1,4177,0.0976702508960574,1239,109,DNA utilization protein HofQ
b3392,hofP,0,3520615,3521019,-1,2419,0.158904109589041,405,58,DNA utilization protein HofP
b3393,hofO,0,3521009,3521449,-1,1381,0.0982367758186398,441,39,DNA utilization protein HofO
b3394,hofN,0,3521433,3521972,-1,1200,0.0781893004115226,540,38,DNA utilization protein HofN
b3395,hofM,0,3521972,3522751,-1,1912,0.0854700854700855,780,60,DNA utilization protein HofM
b3396,mrcA,0,3522871,3525423,1,10642,0.134029590948651,2553,308,peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcA
b3397,nudE,0,3525589,3526149,-1,1992,0.106930693069307,561,54,ADP-sugar diphosphatase NudE
b3398,igaA,0,3526469,3528604,1,93,0.00520020800832033,2136,10,inner membrane protein IgaA
b3399,yrfG,0,3528669,3529337,1,2954,0.150912106135987,669,91,purine nucleotidase
b3400,hslR,0,3529348,3529749,1,1304,0.124309392265193,402,45,heat shock protein Hsp15
b3401,hslO,0,3529774,3530652,1,2704,0.11489898989899,879,91,molecular chaperone Hsp33
b3402,yhgE,0,3530715,3532439,-1,8654,0.156471345782357,1725,243,putative transport protein YhgE
b3403,pck,0,3532818,3534440,1,6524,0.122518822724162,1623,179,phosphoenolpyruvate carboxykinase (ATP)
b3404,envZ,0,3534516,3535868,-1,4812,0.13136288998358,1353,160,sensor histidine kinase EnvZ
b3405,ompR,0,3535865,3536584,-1,1733,0.114197530864198,720,74,DNA-binding transcriptional dual regulator OmpR
b3406,greB,0,3536812,3537288,1,1874,0.130232558139535,477,56,transcription elongation factor GreB
b3407,yhgF,0,3537385,3539706,1,9022,0.129665071770335,2322,271,putative RNA-binding protein YhgF
b3408,feoA,0,3540163,3540390,1,6017,0.485436893203884,228,100,ferrous iron transport protein A
b3409,feoB,0,3540407,3542728,1,13763,0.175598086124402,2322,367,Fe(2(+)) transporter FeoB
b3410,feoC,0,3542728,3542964,1,1921,0.172897196261682,237,37,ferrous iron transport protein FeoC
b3411,rpnA,0,3543167,3544045,1,3338,0.152777777777778,879,121,recombination-promoting nuclease RpnA
b3412,bioH,0,3544074,3544844,-1,2746,0.100864553314121,771,70,pimeloyl-acyl carrier protein methyl ester esterase
b3413,yhgH,0,3544882,3545565,1,2952,0.123376623376623,684,76,DNA utilization protein YhgH
b3414,nfuA,0,3545624,3546199,1,744,0.0886319845857418,576,46,iron-sulfur cluster carrier protein NfuA
b3415,gntT,0,3546559,3547875,1,5285,0.118043844856661,1317,140,high-affinity gluconate transporter
b3416,malQ,0,3547986,3550070,-1,8502,0.137986148108684,2085,259,4-alpha-glucanotransferase
b3417,malP,0,3550080,3552473,-1,9589,0.141067285382831,2394,304,maltodextrin phosphorylase
b3418,malT,0,3553085,3555790,1,10876,0.125205254515599,2706,305,DNA-binding transcriptional activator MalT
b4475,rtcA,0,3555833,3556849,-1,4670,0.122270742358079,1017,112,RNA 3'-terminal phosphate cyclase
b3421,rtcB,0,3556853,3558079,-1,6805,0.164705882352941,1227,182,RNA-splicing ligase
b3422,rtcR,0,3558268,3559866,1,6307,0.114583333333333,1599,165,DNA-binding transcriptional activator RtcR
b3423,glpR,0,3559848,3560605,-1,2710,0.105417276720351,758,72,pseudogene
b3424,glpG,0,3560622,3561452,-1,3653,0.131016042780749,831,98,rhomboid protease GlpG
b3425,glpE,0,3561497,3561823,-1,1461,0.128813559322034,327,38,thiosulfate sulfurtransferase GlpE
b3426,glpD,0,3562013,3563518,1,2674,0.0921828908554572,1506,125,aerobic glycerol 3-phosphate dehydrogenase
b3427,yzgL,0,3563724,3564005,-1,1187,0.149606299212598,282,38,putative uncharacterized protein YzgL
b3428,glgP,0,3564134,3566581,-1,8465,0.112068965517241,2448,247,glycogen phosphorylase
b3429,glgA,0,3566600,3568033,-1,5341,0.116963594113091,1434,151,glycogen synthase
b3430,glgC,0,3568033,3569328,-1,4448,0.119965724078835,1296,140,glucose-1-phosphate adenylyltransferase
b3431,glgX,0,3569346,3571319,-1,7395,0.12718064153067,1974,226,limit dextrin alpha-1,6-glucohydrolase
b3432,glgB,0,3571316,3573502,-1,7586,0.116302691721686,2187,229,1,4-alpha-glucan branching enzyme
b4788,yhgO,0,3573660,3573701,-1,365,0.236842105263158,42,9,protein YhgO
b4789,yhgP,0,3573679,3573708,-1,89,0.111111111111111,30,3,protein YhgP
b3433,asd,0,3573775,3574878,-1,42,0.00201207243460765,1104,2,aspartate-semialdehyde dehydrogenase
b3434,yhgN,0,3575071,3575664,1,2279,0.114018691588785,594,61,MarC family putative inner membrane protein YhgN
b4476,gntU,0,3575721,3577061,-1,3680,0.0977630488815244,1341,118,low-affinity gluconate transporter
b3437,gntK,0,3577065,3577592,-1,1298,0.0861344537815126,528,41,D-gluconate kinase, thermostable
b3438,gntR,0,3577731,3578726,-1,3402,0.136008918617614,996,122,DNA-binding transcriptional repressor GntR
b3439,yhhW,0,3578950,3579645,-1,3463,0.159489633173844,696,100,quercetin 2,3-dioxygenase
b3440,yhhX,0,3579768,3580805,-1,3295,0.102673796791444,1038,96,putative oxidoreductase YhhX
b4451,ryhB,0,3580922,3581016,-1,479,0.209302325581395,95,18,
b3441,yhhY,0,3581138,3581626,1,5784,0.213151927437642,489,94,N-acetyltransferase YhhY
b3442,yhhZ,0,3581863,3583041,1,341,0.0178907721280603,1179,19,putative endonuclease YhhZ
b3443,yrhA,0,3583038,3584309,1,2914,0.2,1272,229,pseudogene
b3444,insA6,0,3583483,3583758,1,526,0.269076305220884,276,67,IS1 protein InsA
b3445,insB6,0,3583677,3584180,1,1074,0.284140969162996,504,129,IS1 protein InsB
b4612,yrhD,0,3584404,3584559,1,42,0.0141843971631206,156,2,uncharacterized protein YrhD
b3446,yrhB,0,3584759,3585043,1,2302,0.233463035019455,285,60,putative heat shock chaperone
b3447,ggt,0,3585081,3586823,-1,4155,0.088591459528362,1743,139,glutathione hydrolase proenzyme
b3448,yhhA,0,3586943,3587383,1,1303,0.0906801007556675,441,36,DUF2756 domain-containing protein YhhA
b3449,ugpQ,0,3587370,3588113,-1,1649,0.082089552238806,744,55,glycerophosphodiester phosphodiesterase UgpQ
b3450,ugpC,0,3588110,3589180,-1,2256,0.0674273858921162,1071,65,sn-glycerol 3-phosphate ABC transporter ATP binding subunit
b3451,ugpE,0,3589182,3590027,-1,2544,0.10761154855643,846,82,sn-glycerol 3-phosphate ABC transporter membrane subunit UgpE
b3452,ugpA,0,3590024,3590911,-1,2380,0.08375,888,67,sn-glycerol 3-phosphate ABC transporter membrane subunit UgpA
b3453,ugpB,0,3591009,3592325,-1,3625,0.0919055649241147,1317,109,sn-glycerol 3-phosphate ABC transporter periplasmic binding protein
b3454,livF,0,3592724,3593437,-1,1478,0.0668740279937792,714,43,branched chain amino acid/phenylalanine ABC transporter ATP binding subunit LivF
b3455,livG,0,3593439,3594206,-1,2364,0.0953757225433526,768,66,branched chain amino acid/phenylalanine ABC transporter ATP binding subunit LivG
b3456,livM,0,3594203,3595480,-1,2169,0.0712423979148566,1278,82,branched chain amino acid/phenylalanine ABC transporter membrane subunit LivM
b3457,livH,0,3595477,3596403,-1,2990,0.102994011976048,927,86,branched chain amino acid/phenylalanine ABC transporter membrane subunit LivH
b3458,livK,0,3596451,3597560,-1,4263,0.13013013013013,1110,130,L-leucine/L-phenylalanine ABC transporter periplasmic binding protein
b3459,panZ,0,3597984,3598367,1,1459,0.115606936416185,384,40,PanD maturation factor
b3460,livJ,0,3598555,3599658,-1,4543,0.120724346076459,1104,120,branched chain amino acid/phenylalanine ABC transporter periplasmic binding protein
b3461,rpoH,0,3599929,3600783,-1,0,0,855,0,RNA polymerase, sigma 32 (sigma H) factor
b3462,ftsX,0,3601028,3602086,-1,36,0.00209643605870021,1059,2,cell division protein FtsX
b3463,ftsE,0,3602079,3602747,-1,2,0.0033167495854063,669,2,cell division protein FtsE
b3464,ftsY,0,3602750,3604243,-1,0,0,1494,0,signal recognition particle receptor
b3465,rsmD,0,3604393,3604989,1,1578,0.122676579925651,597,66,16S rRNA m(2)G966 methyltransferase
b3466,yhhL,0,3604979,3605248,1,1420,0.164609053497942,270,40,DUF1145 domain-containing protein YhhL
b3467,yhhM,0,3605251,3605610,-1,1832,0.141975308641975,360,46,DUF2500 domain-containing protein YhhM
b3468,yhhN,0,3605751,3606377,1,3235,0.176991150442478,627,100,PF07947 family protein YhhN
b3469,zntA,0,3606451,3608649,1,11843,0.145454545454545,2199,288,Zn(2(+))/Cd(2(+))/Pb(2(+)) exporting P-type ATPase
b3470,tusA,0,3608751,3608996,-1,50,0.0315315315315315,246,7,sulfur transfer protein TusA
b3471,yhhQ,0,3609217,3609882,1,2670,0.118333333333333,666,71,queuosine precursor transporter
b3472,dcrB,0,3609955,3610512,1,2538,0.145129224652087,558,73,periplasmic bacteriophage sensitivity protein DcrB
b3473,yhhS,0,3610516,3611733,-1,4670,0.124886052871468,1218,137,putative transporter YhhS
b3474,yhhT,0,3611865,3612914,1,5450,0.17037037037037,1050,161,putative transporter YhhT
b3475,acpT,0,3612969,3613556,1,2538,0.130188679245283,588,69,holo-[acyl carrier protein] synthase 2
b3476,nikA,0,3613667,3615241,1,7093,0.134696755994358,1575,191,Ni(2(+)) ABC transporter periplasmic binding protein
b3477,nikB,0,3615241,3616185,1,4956,0.136310223266745,945,116,Ni(2(+)) ABC transporter membrane subunit NikB
b3478,nikC,0,3616182,3617015,1,3686,0.133155792276964,834,100,Ni(2(+)) ABC transporter membrane subunit NikC
b3479,nikD,0,3617015,3617779,1,2884,0.108853410740203,765,75,Ni(2(+)) ABC transporter ATP binding subunit NikD
b3480,nikE,0,3617776,3618582,1,2258,0.0921595598349381,807,67,Ni(2(+)) ABC transporter ATP binding subunit NikE
b3481,nikR,0,3618588,3618989,1,1430,0.129834254143646,402,47,DNA-binding transcriptional repressor NikR
b3482,rhsB,0,3619192,3623427,1,21401,0.246262785208497,4236,939,rhs element protein RhsB
b3483,yhhH,0,3623399,3623782,1,126,0.0289017341040462,384,10,PF15631 family protein YhhH
b4552,yrhC,0,3623887,3624132,1,209,0.0495495495495495,246,11,pseudogene
b3484,yhhI,0,3624378,3625514,1,2878,0.1787109375,1137,183,putative transposase
b3485,yhhJ,0,3625679,3626803,-1,3215,0.11253701875617,1125,114,ABC transporter family protein YhhJ
b3486,rbbA,0,3626803,3629538,-1,6674,0.0840438489646772,2736,207,ribosome-associated ATPase
b3487,yhiI,0,3629535,3630602,-1,2425,0.0977130977130977,1068,94,putative membrane fusion protein YhiI
b4790,yhiY,0,3630665,3630778,-1,697,0.184466019417476,114,19,protein YhiY
b3488,yhiJ,0,3630968,3632590,-1,4837,0.0451745379876797,1623,66,DUF4049 domain-containing protein YhiJ
b4660,yhiL,0,3632852,3634458,-1,427,0.0117484450587422,1607,17,pseudogene
b3491,yhiM,0,3634841,3635893,1,31964,0.427215189873418,1053,405,inner membrane protein YhiM
b3492,yhiN,0,3636208,3637410,-1,4561,0.140350877192982,1203,152,putative oxidoreductase YhiN
b3493,pitA,0,3637642,3639141,1,6230,0.147407407407407,1500,199,metal phosphate:H(+) symporter PitA
b3494,uspB,0,3639385,3639720,-1,2399,0.214521452145215,336,65,putative universal stress (ethanol tolerance) protein B
b3495,uspA,0,3640111,3640545,1,3606,0.206632653061224,435,81,universal stress global stress response regulator
b4791,yriA,0,3640612,3640686,-1,790,0.294117647058824,75,20,protein YriA
b4792,yriB,0,3640643,3640696,-1,255,0.183673469387755,54,9,protein YriB
b3496,dtpB,0,3640862,3642331,1,6079,0.126228269085412,1470,167,dipeptide/tripeptide:H(+) symporter DtpB
b3497,rsmJ,0,3642380,3643132,-1,2740,0.112094395280236,753,76,16S rRNA m(2)G1516 methyltransferase
b3498,prlC,0,3643140,3645182,-1,6334,0.108754758020663,2043,200,oligopeptidase A
b3499,rlmJ,0,3645385,3646227,1,3016,0.123847167325428,843,94,23S rRNA m(6)A2030 methyltransferase
b3500,gor,0,3646299,3647651,1,3081,0.107553366174056,1353,131,glutathione reductase (NADPH)
b4613,dinQ,0,3647705,3647788,-1,287,0.105263157894737,84,8,membrane toxin DinQ
b4712,agrA,0,3648063,3648144,1,204,0.121621621621622,82,9,
b4713,agrB,0,3648294,3648375,1,226,0.202702702702703,82,15,
b3501,arsR,0,3648528,3648881,1,1181,0.103448275862069,354,33,DNA-binding transcriptional repressor ArsR
b3502,arsB,0,3648935,3650224,1,6831,0.140396210163652,1290,163,arsenite/antimonite:H(+) antiporter
b3503,arsC,0,3650237,3650662,1,2419,0.177083333333333,426,68,arsenate reductase
b3504,yhiS,0,3651291,3653713,1,4406,0.193030719853278,2423,421,pseudogene
b3505,insH11,0,3652182,3653162,-1,1639,0.327293318233296,981,289,IS5 transposase and trans-activator
b3506,slp,0,3653961,3654527,1,7219,0.35812133072407,567,183,starvation lipoprotein
b3507,dctR,0,3654683,3655213,1,4576,0.182008368200837,531,87,putative DNA-binding transcriptional regulator DctR
b3508,yhiD,0,3655255,3655902,-1,7065,0.318493150684932,648,186,inner membrane protein YhiD
b3509,hdeB,0,3655966,3656292,-1,243,0.0813559322033898,327,24,periplasmic acid stress chaperone HdeB
b3510,hdeA,0,3656408,3656740,-1,9514,0.503333333333333,333,151,periplasmic acid stress chaperone HdeA
b3511,hdeD,0,3656995,3657567,1,10297,0.375968992248062,573,194,acid-resistance membrane protein
b4704,arrS,0,3657985,3658054,-1,0,0,70,0,
b3512,gadE,0,3658366,3658893,1,603,0.0252100840336134,528,12,DNA-binding transcriptional activator GadE
b4718,gadF,0,3658992,3659082,1,1438,0.439024390243902,91,36,
b3513,mdtE,0,3659232,3660389,1,3603,0.111217641418984,1158,116,multidrug efflux pump membrane fusion protein MdtE
b3514,mdtF,0,3660414,3663527,1,12582,0.138066357474135,3114,387,multidrug efflux pump RND permease MdtF
b3515,gadW,0,3663890,3664618,-1,6885,0.267884322678843,729,176,DNA-binding transcriptional dual regulator GadW
b4452,gadY,0,3664864,3664969,1,697,0.364583333333333,106,35,
b3516,gadX,0,3664986,3665810,-1,4936,0.187079407806191,825,139,DNA-binding transcriptional dual regulator GadX
b3517,gadA,0,3666180,3667580,-1,7902,0.208564631245044,1401,263,glutamate decarboxylase A
b3518,ccp,0,3667791,3669188,-1,19179,0.278792692613185,1398,351,cytochrome c peroxidase
b3519,treF,0,3669592,3671241,1,7902,0.167003367003367,1650,248,cytoplasmic trehalase
b3520,yhjB,0,3671292,3671894,-1,6391,0.307550644567219,603,167,putative DNA-binding transcriptional regulator YhjB
b3521,rcdB,0,3672414,3673313,1,2786,0.118518518518519,900,96,putative DNA-binding transcriptional regulator YhjC
b3522,yhjD,0,3673362,3674375,1,3254,0.100766703176342,1014,92,putative transporter YhjD
b3523,yhjE,0,3674786,3676108,1,4098,0.119227539882452,1323,142,putative transporter YhjE
b3524,yhjG,0,3676290,3678350,-1,3725,0.0673854447439353,2061,125,AsmA family protein YhjG
b3525,pdeH,0,3678420,3679187,-1,2275,0.106936416184971,768,74,c-di-GMP phosphodiesterase PdeH
b3526,kdgK,0,3679419,3680348,1,2902,0.10752688172043,930,90,2-dehydro-3-deoxygluconokinase
b3527,yhjJ,0,3680444,3681940,-1,4962,0.112759643916914,1497,152,peptidase M16 family protein YhjJ
b3528,dctA,0,3682161,3683447,-1,3949,0.122519413287317,1287,142,C4 dicarboxylate/orotate:H(+) symporter
b3529,pdeK,0,3683630,3685618,-1,7964,0.123394751535455,1989,221,c-di-GMP phosphodiesterase PdeK
b3530,bcsC,0,3685700,3689173,-1,13256,0.124080588423409,3474,388,cellulose synthase outer membrane channel
b3531,bcsZ,0,3689155,3690261,-1,4158,0.119358074222668,1107,119,endo-1,4-D-glucanase
b3532,bcsB,0,3690268,3692607,-1,9136,0.116809116809117,2340,246,cellulose synthase periplasmic subunit
b3533,bcsA,0,3692618,3695236,-1,10414,0.131467345207803,2619,310,cellulose synthase catalytic subunit
b3534,bcsQ,0,3695233,3695985,-1,3449,0.165191740412979,753,112,pseudogene
b3535,yhjR,0,3695997,3696185,-1,2531,0.263157894736842,189,45,PF10945 family protein YhjR
b3536,bcsE,0,3696458,3698029,1,13774,0.242402826855124,1572,343,c-di-GMP-binding protein BcsE
b3537,bcsF,0,3698026,3698217,1,294,0.0635838150289017,192,11,putative cellulose biosynthesis protein BcsF
b3538,bcsG,0,3698214,3699893,1,7976,0.14021164021164,1680,212,cellulose phosphoethanolamine transferase
b4453,ldrD,0,3699980,3700087,-1,339,0.112244897959184,108,11,small toxic polypeptide LdrD
b4454,rdlD,0,3700136,3700199,1,575,0.310344827586207,64,18,
b3539,yhjV,0,3700563,3701834,1,18855,0.338864628820961,1272,388,putative transporter YhjV
b3540,dppF,0,3701864,3702868,-1,4410,0.142541436464088,1005,129,dipeptide ABC transporter ATP binding subunit DppF
b3541,dppD,0,3702865,3703848,-1,4148,0.116252821670429,984,103,dipeptide ABC transporter ATP binding subunit DppD
b3542,dppC,0,3703859,3704761,-1,2927,0.100861008610086,903,82,dipeptide ABC transporter membrane subunit DppC
