seqid	start	end	strand	gene	locus_tag
CP000031.2	1923540	1924952	-		SPO1807
CP000031.2	1924954	1925505	-		SPO1808
CP000031.2	1925558	1927381	-		SPO1809
CP000031.2	1927491	1929275	-		SPO1810
CP000031.2	1929282	1929566	-		SPO1811
CP000031.2	1929738	1930421	-	adk-2	SPO1812
CP000031.2	1930432	1932396	-	acs	SPO1813
CP000031.2	1932853	1933869	+		SPO1814
CP000031.2	1933944	1934579	+		SPO1815
CP000031.2	1934566	1935975	+		SPO1816
CP000031.2	1936039	1936788	+		SPO1817
CP000031.2	1936853	1937641	+		SPO1818
CP000031.2	1937846	1938673	-		SPO1819
CP000031.2	1938785	1940032	-		SPO1820
CP000031.2	1940134	1940814	-		SPO1821
CP000031.2	1941093	1942034	-		SPO1822
CP000031.2	1942036	1943193	-		SPO1823
CP000031.2	1943306	1944178	+		SPO1824
CP000031.2	1944189	1945490	-		SPO1825
CP000031.2	1945492	1946334	-		SPO1826
CP000031.2	1946348	1947187	+		SPO1827
CP000031.2	1947184	1947825	+		SPO1828
CP000031.2	1947818	1948543	+		SPO1829
CP000031.2	1948575	1949729	+		SPO1830
CP000031.2	1949791	1950489	+	livF-1	SPO1831
CP000031.2	1950491	1951387	+		SPO1832
CP000031.2	1951384	1952403	+		SPO1833
CP000031.2	1952413	1953351	+		SPO1834
CP000031.2	1953387	1954388	-		SPO1835
CP000031.2	1954390	1955418	-		SPO1836
CP000031.2	1955415	1956254	-		SPO1837
CP000031.2	1956267	1957181	-		SPO1838
CP000031.2	1957238	1958488	-		SPO1839
CP000031.2	1958485	1959393	-		SPO1840
CP000031.2	1959553	1960443	+		SPO1841
CP000031.2	1960440	1961216	+		SPO1842
CP000031.2	1961225	1962256	+		SPO1843
CP000031.2	1962253	1963398	+	nagA	SPO1844
CP000031.2	1963573	1965675	-		SPO1845
CP000031.2	1965748	1966908	-		SPO1846
CP000031.2	1966938	1968824	-		SPO1847
CP000031.2	1968842	1969615	-		SPO1848
CP000031.2	1969612	1970376	-		SPO1849
CP000031.2	1970373	1971470	-		SPO1850
CP000031.2	1971475	1972350	-		SPO1851
CP000031.2	1972429	1973457	-		SPO1852
CP000031.2	1973476	1974117	-		SPO1853
CP000031.2	1974321	1974791	+		SPO1854
CP000031.2	1974866	1975549	-		SPO1855
CP000031.2	1975956	1976810	+		SPO1856
CP000031.2	1976917	1977219	+		SPO1857
CP000031.2	1977166	1977867	-	rrmJ	SPO1858
CP000031.2	1977988	1979100	-		SPO1859
CP000031.2	1979283	1981166	+		SPO1860
CP000031.2	1981419	1981715	+		SPO1861
CP000031.2	1981742	1982671	+		SPO1862
CP000031.2	1982682	1983743	+		SPO1863
CP000031.2	1983862	1984101	-		SPO1864
CP000031.2	1984234	1986255	-	tkt	SPO1865
CP000031.2	1986523	1987404	+		SPO1866
CP000031.2	1987404	1987799	+		SPO1867
CP000031.2	1987931	1988293	-		SPO1868
CP000031.2	1988360	1988596	-		SPO1869
CP000031.2	1988721	1990880	-	purL	SPO1870
CP000031.2	1991014	1993287	-		SPO1871
CP000031.2	1993552	1994487	-		SPO1872
CP000031.2	1994629	1998048	+		SPO1873
CP000031.2	1998129	1999007	+		SPO1874
CP000031.2	1999016	1999825	+	murI	SPO1875
CP000031.2	1999916	2000944	+	argC-2	SPO1876
CP000031.2	2000952	2001395	+	ccmE	SPO1877
CP000031.2	2001541	2002152	+		SPO1878
CP000031.2	2002125	2002817	-		SPO1879
CP000031.2	2002797	2004761	+	ccmF	SPO1880
CP000031.2	2004758	2005210	+		SPO1881
CP000031.2	2005287	2006063	+		SPO1882
CP000031.2	2006113	2007666	+		SPO1883
CP000031.2	2007676	2008695	-		SPO1884
CP000031.2	2008756	2010663	-		SPO1885
CP000031.2	2010733	2011050	-		SPO1886
CP000031.2	2011210	2011965	+	purC	SPO1887
CP000031.2	2012152	2012382	+	purS	SPO1888
CP000031.2	2012386	2013429	+		SPO1889
CP000031.2	2013442	2014110	+	purQ	SPO1890
CP000031.2	2014147	2015916	+		SPO1891
CP000031.2	2015931	2017265	+	dctD-1	SPO1892
CP000031.2	2017823	2020804	+		SPO1893
CP000031.2	2020837	2021070	-		SPO1895
CP000031.2	2021196	2021948	+	ccdA	SPO1896
CP000031.2	2022104	2023336	+		SPO1897
CP000031.2	2023333	2024685	+		SPO1898
CP000031.2	2024754	2025635	+	fda	SPO1899
CP000031.2	2025681	2026289	-	tag	SPO1900
CP000031.2	2026286	2026585	-		SPO1901
CP000031.2	2026598	2027173	-		SPO1902
CP000031.2	2027239	2027460	-		SPO1903
CP000031.2	2027457	2027633	-		SPO1904
CP000031.2	2027633	2029027	-	fumC	SPO1905
CP000031.2	2029195	2029746	+		SPO1906
CP000031.2	2029816	2030271	-		SPO1907
CP000031.2	2030352	2031722	-		SPO1908
CP000031.2	2031765	2032220	-		SPO1909
CP000031.2	2032298	2032609	-		SPO_SptmRNA1
CP000031.2	2032763	2033014	-		SPO1911
CP000031.2	2033028	2033759	-		SPO1912
CP000031.2	2033982	2035076	+	dmdA	SPO1913
CP000031.2	2035154	2036146	+	acuI	SPO1914
CP000031.2	2036199	2036582	-		SPO1915
CP000031.2	2036722	2037945	+		SPO1916
CP000031.2	2037995	2039440	+	phrB	SPO1917
CP000031.2	2039490	2040704	+	cfa	SPO1918
CP000031.2	2040716	2041156	+	trgA	SPO1919
CP000031.2	2041187	2042302	+	trgB	SPO1920
CP000031.2	2042387	2043421	+		SPO1921
CP000031.2	2043402	2045834	+		SPO1922
CP000031.2	2045824	2046546	+		SPO1923
CP000031.2	2046617	2046706	+		SPO_tRNA-Ser-2
CP000031.2	2047081	2047956	-		SPO1925
CP000031.2	2047953	2050850	-		SPO1926
CP000031.2	2052888	2053079	-		SPO3898
CP000031.2	2053835	2055055	-		SPO1927
CP000031.2	2055390	2055995	-		SPO1928
CP000031.2	2056314	2057927	+		SPO1929
CP000031.2	2057962	2059053	+	lpxD	SPO1930
CP000031.2	2059085	2059342	+		SPO1931
CP000031.2	2059351	2060559	+		SPO1932
CP000031.2	2060638	2061312	-		SPO1933
CP000031.2	2061707	2063260	+		SPO1934
CP000031.2	2063399	2064703	-		SPO1935
CP000031.2	2064700	2065710	-		SPO1936
CP000031.2	2065714	2066544	-		SPO1937
CP000031.2	2066541	2067431	-		SPO1938
CP000031.2	2067469	2068662	-		SPO1939
CP000031.2	2068822	2069934	+		SPO1940
CP000031.2	2070047	2071024	-		SPO1941
CP000031.2	2071196	2072593	+		SPO1942
CP000031.2	2072664	2073356	-		SPO1943
CP000031.2	2073598	2074488	+		SPO1944
CP000031.2	2074507	2075148	+	gmk	SPO1945
CP000031.2	2075145	2075669	+		SPO1946
CP000031.2	2075686	2076732	+		SPO1947
CP000031.2	2076959	2077999	+	pstS	SPO1948
CP000031.2	2078077	2079552	+	pstC	SPO1949
CP000031.2	2079549	2080901	+	pstA	SPO1950
CP000031.2	2080885	2081712	+	pstB	SPO1951
CP000031.2	2081730	2082431	+	phoU	SPO1952
CP000031.2	2082447	2083136	+	phoB	SPO1953
CP000031.2	2083155	2084066	-		SPO1954
CP000031.2	2084166	2085392	+	gcdH	SPO1955
CP000031.2	2085535	2087283	+	sulP	SPO1956
CP000031.2	2087516	2088286	+		SPO1957
CP000031.2	2088283	2089152	-		SPO1958
CP000031.2	2089169	2091130	-		SPO1959
CP000031.2	2091121	2092356	-		SPO1960
CP000031.2	2092462	2093232	-		SPO1961
CP000031.2	2093259	2094287	-		SPO1962
CP000031.2	2094298	2094948	-		SPO1963
CP000031.2	2094952	2095953	-		SPO1964
CP000031.2	2095967	2096896	-		SPO1965
CP000031.2	2096907	2097725	-		SPO1966
CP000031.2	2097735	2098850	-		SPO1967
CP000031.2	2098856	2100013	-		SPO1968
CP000031.2	2100152	2101144	+		SPO1969
CP000031.2	2101151	2101807	-		SPO1970
CP000031.2	2101864	2102688	+		SPO1971
CP000031.2	2102713	2103201	+		SPO1972
CP000031.2	2103301	2103750	+	aroQ	SPO1973
CP000031.2	2103753	2104502	+		SPO1974
CP000031.2	2104996	2105871	-	tsf	SPO1975
CP000031.2	2105949	2106722	-	rpsB	SPO1976
CP000031.2	2107032	2108087	+		SPO1977
CP000031.2	2108081	2109253	+		SPO1978
CP000031.2	2109258	2110091	-		SPO1979
CP000031.2	2110094	2110849	-		SPO1980
CP000031.2	2110842	2110961	-		SPO1981
CP000031.2	2110958	2111197	-		SPO1982
CP000031.2	2111189	2111785	+		SPO1983
CP000031.2	2111786	2113039	-	proA	SPO1984
CP000031.2	2113094	2114200	-	proB	SPO1985
CP000031.2	2114188	2115222	-		SPO1986
CP000031.2	2115259	2115795	-		SPO1987
CP000031.2	2115792	2116472	-		SPO1988
CP000031.2	2116503	2116772	-	rpmA	SPO1989
CP000031.2	2116784	2117365	-	rplU	SPO1990
CP000031.2	2117630	2118436	-		SPO1991
CP000031.2	2118433	2119272	-		SPO1992
CP000031.2	2119395	2119484	+		SPO_tRNA-Ser-3
CP000031.2	2119880	2121193	-		SPO1994
CP000031.2	2121197	2123002	-		SPO1995
CP000031.2	2123134	2123979	-		SPO1996
CP000031.2	2123978	2124901	+		SPO1997
CP000031.2	2124898	2125641	+		SPO1998
CP000031.2	2125979	2128945	+		SPO1999
CP000031.2	2129468	2129821	-		SPO2000
CP000031.2	2129837	2130937	-		SPO2001
CP000031.2	2130934	2131959	-		SPO2002
CP000031.2	2131956	2132435	-		SPO2003
CP000031.2	2132435	2133361	-		SPO2004
CP000031.2	2133363	2134694	-		SPO2005
CP000031.2	2134696	2135772	-		SPO2006
CP000031.2	2135833	2136984	-		SPO2007
CP000031.2	2137026	2137811	-		SPO2008
CP000031.2	2137811	2138728	-		SPO2009
CP000031.2	2138771	2139739	+		SPO2010
CP000031.2	2140230	2140305	-		SPO_tRNA-Thr-3
CP000031.2	2140750	2140826	-		SPO_tRNA-Arg-4
CP000031.2	2140915	2142411	+		SPO2013
CP000031.2	2142513	2143733	-	sufS	SPO2014
CP000031.2	2143726	2144313	-		SPO2015
CP000031.2	2144310	2144795	-		SPO2016
CP000031.2	2144795	2146075	-		SPO2017
CP000031.2	2146075	2146830	-	sufC	SPO2018
CP000031.2	2146843	2147679	-		SPO2019
CP000031.2	2147681	2148610	-		SPO2020
CP000031.2	2148627	2148941	-		SPO2021
CP000031.2	2148969	2149574	-		SPO2022
CP000031.2	2149613	2151133	-	sufB	SPO2023
CP000031.2	2151174	2152214	-		SPO2024
CP000031.2	2152294	2152752	-		SPO2025
CP000031.2	2152938	2153591	+		SPO2026
CP000031.2	2153591	2153830	+		SPO2027
CP000031.2	2153827	2154987	+		SPO2028
CP000031.2	2155215	2156009	-		SPO2029
CP000031.2	2156236	2156571	+		SPO2030
CP000031.2	2156685	2158505	+	typA	SPO2031
CP000031.2	2158603	2158890	-		SPO2032
CP000031.2	2158895	2161567	-	alaS	SPO2033
CP000031.2	2161728	2162771	-	recA	SPO2034
CP000031.2	2162982	2163575	+		SPO2035
CP000031.2	2163582	2165888	-		SPO2036
CP000031.2	2165994	2167169	-		SPO2037
CP000031.2	2167173	2167958	-		SPO2038
CP000031.2	2167958	2169406	-	guaB	SPO2039
CP000031.2	2169591	2170748	+		SPO2040
CP000031.2	2170879	2172918	+		SPO2041
CP000031.2	2172940	2173797	+		SPO2042
CP000031.2	2173835	2173908	+		SPO_tRNA-Gly-5
CP000031.2	2174020	2174439	+		SPO2044
CP000031.2	2174586	2176205	-	dmdB	SPO2045
CP000031.2	2176369	2177988	-	pgi	SPO2046
CP000031.2	2177998	2178669	-	pgl	SPO2047
CP000031.2	2178666	2180123	-	zwf-1	SPO2048
CP000031.2	2180177	2181235	+		SPO2049
CP000031.2	2181308	2181577	-		SPO2050
CP000031.2	2181782	2184520	+	gyrA	SPO2051
CP000031.2	2184624	2184974	+		SPO2052
CP000031.2	2185068	2186537	-		SPO2053
CP000031.2	2186544	2187686	-		SPO2054
CP000031.2	2187754	2188500	-		SPO2055
CP000031.2	2188787	2189407	+		SPO2056
CP000031.2	2189416	2190588	-		SPO2057
CP000031.2	2190587	2191354	+		SPO2058
CP000031.2	2191414	2192256	+		SPO2059
CP000031.2	2192311	2193204	+		SPO2060
CP000031.2	2193201	2194115	+		SPO2061
CP000031.2	2194193	2194867	+		SPO2062
CP000031.2	2194864	2195370	+		SPO2063
CP000031.2	2195367	2196398	-		SPO2064
CP000031.2	2196491	2197264	-	bdh-1	SPO2065
CP000031.2	2197674	2199488	+		SPO2066
CP000031.2	2199637	2199861	+		SPO2067
CP000031.2	2199865	2200488	-		SPO2068
CP000031.2	2200553	2202070	+		SPO2069
CP000031.2	2202067	2202723	+		SPO2070
CP000031.2	2202802	2204010	+		SPO2071
CP000031.2	2204062	2205735	+		SPO2072
CP000031.2	2205696	2206391	+		SPO2073
CP000031.2	2206461	2209889	-	mfd	SPO2074
CP000031.2	2209944	2210468	-		SPO2075
CP000031.2	2210592	2211590	+	hemB	SPO2076
CP000031.2	2211732	2212304	+		SPO2077
CP000031.2	2212449	2214917	+		SPO2078
CP000031.2	2214921	2216105	+		SPO2079
CP000031.2	2216090	2217364	-	hflX	SPO2080
CP000031.2	2217361	2217600	-		SPO2081
CP000031.2	2217738	2219273	-	trkH-2	SPO2082
CP000031.2	2219273	2220649	-	trkA	SPO2083
CP000031.2	2220712	2221227	+		SPO2084
CP000031.2	2221243	2222655	-	ntrX	SPO2085
CP000031.2	2222652	2224937	-	ntrY	SPO2086
CP000031.2	2225037	2226410	-	ntrC	SPO2087
CP000031.2	2226410	2227489	-	ntrB	SPO2088
CP000031.2	2227486	2228469	-		SPO2089
CP000031.2	2228505	2229797	+	ispDF	SPO2090
CP000031.2	2229794	2230291	+		SPO2091
CP000031.2	2230288	2230767	+		SPO2092
CP000031.2	2230808	2232103	+	amt-1	SPO2093
CP000031.2	2232171	2232683	-		SPO2094
CP000031.2	2232779	2234074	-		SPO2095
CP000031.2	2234121	2234567	-		SPO2096
CP000031.2	2234642	2235184	+	hpt	SPO2097
CP000031.2	2235246	2236097	-		SPO2098
CP000031.2	2236207	2236683	+	cycF	SPO2099
CP000031.2	2236742	2237626	+	cycG	SPO2100
CP000031.2	2237604	2238776	-		SPO2101
CP000031.2	2238773	2239723	-	lipA	SPO2102
CP000031.2	2239928	2240476	+		SPO2103
CP000031.2	2240637	2241101	+		SPO2104
CP000031.2	2241179	2242144	-		SPO2105
CP000031.2	2242168	2243322	-		SPO2106
CP000031.2	2243533	2243874	+		SPO2107
CP000031.2	2243867	2245411	-		SPO2108
CP000031.2	2245648	2247207	+	guaA	SPO2109
CP000031.2	2247241	2248107	+		SPO2110
CP000031.2	2248220	2249359	+		SPO2111
CP000031.2	2249414	2250313	+		SPO2112
CP000031.2	2250310	2251233	+		SPO2113
CP000031.2	2251312	2251386	+		SPO_tRNA-Asn-1
CP000031.2	2251639	2251724	-		SPO_tRNA-Leu-3
CP000031.2	2251859	2252437	+		SPO2116
CP000031.2	2252437	2252898	+		SPO2117
CP000031.2	2252998	2253423	-		SPO2118
CP000031.2	2253444	2254457	+	rocF	SPO2119
CP000031.2	2254454	2255383	+		SPO2120
CP000031.2	2255380	2256444	+	arcB	SPO2121
CP000031.2	2256606	2256941	+	phnA	SPO2122
CP000031.2	2256945	2257529	-		SPO2123
CP000031.2	2257745	2258347	+		SPO2124
CP000031.2	2258352	2258849	-		SPO2125
CP000031.2	2258846	2259511	-		SPO2126
CP000031.2	2259508	2260140	-		SPO2127
CP000031.2	2260244	2261461	+		SPO2128
CP000031.2	2261592	2262374	-		SPO2129
CP000031.2	2262371	2264005	-		SPO2130
CP000031.2	2264121	2265518	-	cysS	SPO2131
CP000031.2	2265776	2266963	+	aspC-3	SPO2132
CP000031.2	2267007	2267543	-		SPO2133
CP000031.2	2267946	2269490	+		SPO2134
CP000031.2	2269548	2269793	-		SPO2135
CP000031.2	2270348	2273992	-	nrdJ	SPO2136
CP000031.2	2274539	2274982	+		SPO2137
CP000031.2	2274993	2275069	-		SPO_tRNA-Pro-4
CP000031.2	2275113	2275580	-		SPO2139
CP000031.2	2275591	2276118	-		SPO2140
CP000031.2	2276239	2276844	-		SPO2141
CP000031.2	2276979	2277785	+	fabI-2	SPO2142
CP000031.2	2277799	2278314	+	gpt	SPO2143
CP000031.2	2278385	2279560	+		SPO2144
CP000031.2	2279652	2281496	+		SPO2145
CP000031.2	2281506	2283017	+	trpE	SPO2146
CP000031.2	2283017	2283541	+		SPO2147
CP000031.2	2283628	2285073	-		SPO2148
CP000031.2	2285234	2285815	+	trpG	SPO2149
CP000031.2	2285812	2286831	+	trpD	SPO2150
CP000031.2	2286828	2287640	+	trpC	SPO2151
CP000031.2	2287640	2288113	+	moaC	SPO2152
CP000031.2	2288110	2289279	+	moaA	SPO2153
CP000031.2	2289359	2290054	+	lexA	SPO2154
CP000031.2	2290062	2292092	-		SPO2155
CP000031.2	2292174	2293580	+	gltX-2	SPO2156
CP000031.2	2293704	2294999	+	gltA	SPO2157
CP000031.2	2295314	2296495	+		SPO2158
CP000031.2	2296509	2297693	-		SPO2159
CP000031.2	2297865	2298563	+		SPO2160
CP000031.2	2298741	2299781	+		SPO2161
CP000031.2	2299867	2300529	+		SPO2162
CP000031.2	2300556	2301185	-		SPO2163
CP000031.2	2301279	2301989	+		SPO2164
CP000031.2	2301994	2302404	-		SPO2165
CP000031.2	2302550	2303074	+		SPO2166
CP000031.2	2303152	2304309	-	rnd	SPO2167
CP000031.2	2304429	2305025	-	purN	SPO2168
CP000031.2	2305022	2306068	-	purM	SPO2169
CP000031.2	2306173	2307147	-		SPO2170
CP000031.2	2307255	2308178	+		SPO2171
CP000031.2	2308214	2308289	+		SPO_tRNA-Met-2
CP000031.2	2308310	2309635	-		SPO2173
CP000031.2	2309677	2310594	+		SPO2174
CP000031.2	2310674	2310748	+		SPO_tRNA-Asn-2
CP000031.2	2311557	2312669	+		SPO2176
CP000031.2	2312690	2313796	+	acuC	SPO2177
CP000031.2	2313845	2315257	+		SPO2178
CP000031.2	2315268	2315702	-		SPO2179
CP000031.2	2315799	2316104	-		SPO2180
CP000031.2	2316129	2316917	+		SPO2181
CP000031.2	2316914	2319328	+		SPO2182
CP000031.2	2319312	2320361	+		SPO2183
CP000031.2	2320414	2321466	-		SPO2184
CP000031.2	2321561	2321998	-		SPO2185
CP000031.2	2321995	2324604	-		SPO2186
CP000031.2	2324728	2325729	-		SPO2187
CP000031.2	2325954	2326373	-		SPO2188
CP000031.2	2326567	2327031	-		SPO2189
CP000031.2	2327116	2327817	-	hutC	SPO2190
CP000031.2	2327897	2329204	+	hutI	SPO2191
CP000031.2	2329201	2330739	+	hutH	SPO2192
CP000031.2	2330736	2331551	+	hutG	SPO2192a
CP000031.2	2331554	2333236	+	hutU	SPO2193
CP000031.2	2333248	2334609	+	hutF	SPO2194
CP000031.2	2334737	2335879	+		SPO2195
CP000031.2	2335882	2337075	+		SPO2196
CP000031.2	2337094	2338074	-		SPO2197
CP000031.2	2338258	2339259	+	gap-3	SPO2198
CP000031.2	2339275	2339478	+		SPO2199
CP000031.2	2339578	2340075	-	coaD	SPO2200
CP000031.2	2340169	2340603	-		SPO2201
CP000031.2	2340664	2341566	-		SPO2202
CP000031.2	2341672	2343171	+	mmsA	SPO2203
CP000031.2	2343232	2343732	-		SPO2204
CP000031.2	2343873	2344523	+		SPO2205
CP000031.2	2344520	2344990	-		SPO2206
CP000031.2	2345031	2345489	-		SPO2207
CP000031.2	2345606	2346451	-		SPO2208
CP000031.2	2346545	2347699	+		SPO2209
CP000031.2	2347763	2349913	-		SPO2210
CP000031.2	2350325	2351467	+		SPO2211
CP000031.2	2351475	2352521	+		SPO2212
CP000031.2	2352518	2353390	+	mmsB-1	SPO2213
CP000031.2	2353573	2353965	+		SPO2213a
CP000031.2	2353969	2355465	-	betC-2	SPO2214
CP000031.2	2355528	2356109	-		SPO2215
CP000031.2	2356161	2356946	-		SPO2216
CP000031.2	2357073	2357507	+		SPO2217
CP000031.2	2357529	2360444	-	uvrA	SPO2218
CP000031.2	2360614	2360973	+		SPO2219
CP000031.2	2360980	2361630	-		SPO2220
CP000031.2	2361730	2363427	+		SPO2221
CP000031.2	2363487	2364881	-		SPO2222
CP000031.2	2365057	2365488	+		SPO2223
CP000031.2	2365499	2366080	-		SPO2224
CP000031.2	2366196	2367458	-		SPO2225
CP000031.2	2367560	2368609	-		SPO2226
CP000031.2	2368679	2372101	-		SPO2227
CP000031.2	2372163	2372624	+		SPO2228
CP000031.2	2372621	2373457	+		SPO2229
CP000031.2	2373481	2374974	+		SPO2230
CP000031.2	2374964	2375479	+		SPO2231
CP000031.2	2375614	2376600	-		SPO2232
CP000031.2	2376701	2377246	-		SPO2233
CP000031.2	2377239	2377745	-		SPO2234
CP000031.2	2377878	2379074	+	pgk	SPO2235
CP000031.2	2379087	2379254	-		SPO2236
CP000031.2	2379251	2379511	-		SPO2237
CP000031.2	2379644	2380576	+		SPO2238
CP000031.2	2380701	2381000	+		SPO2239
CP000031.2	2381176	2382168	+	pdhA	SPO2240
CP000031.2	2382183	2383562	+	pdhB	SPO2241
CP000031.2	2383575	2384888	+	pdhC	SPO2242
CP000031.2	2385035	2386609	-		SPO2243
CP000031.2	2386572	2388629	-		SPO2244
CP000031.2	2389146	2390369	+		SPO2245
CP000031.2	2390628	2391692	-	cysK	SPO2246
CP000031.2	2391972	2392784	-	cysE	SPO2247
CP000031.2	2392848	2393207	+		SPO2248
CP000031.2	2393188	2393484	-		SPO2249
CP000031.2	2393488	2397414	-		SPO2250
CP000031.2	2397414	2397860	-		SPO2251
CP000031.2	2397857	2398744	-		SPO2252
CP000031.2	2398744	2399376	-		SPO2253
CP000031.2	2400041	2400250	-		SPO2255
CP000031.2	2400247	2400567	-		SPO2256
CP000031.2	2400570	2400983	-		SPO2257
CP000031.2	2401008	2401421	-		SPO2258
CP000031.2	2401418	2401756	-		SPO2259
CP000031.2	2401753	2402367	-		SPO2260
CP000031.2	2402517	2403695	-		SPO2261
CP000031.2	2403729	2404286	-		SPO2262
CP000031.2	2404315	2404545	-		SPO2263
CP000031.2	2404532	2405704	-		SPO2264
CP000031.2	2405830	2407056	-		SPO2266
CP000031.2	2407109	2407834	-		SPO2267
CP000031.2	2407710	2408096	+		SPO2268
CP000031.2	2408457	2408981	-		SPO2269
CP000031.2	2409457	2410611	-		SPO2270
CP000031.2	2410611	2411876	-	fabF	SPO2271
CP000031.2	2412012	2412755	-		SPO2272
CP000031.2	2412850	2413389	-		SPO2273
CP000031.2	2413530	2413763	-	acpP	SPO2274
CP000031.2	2413976	2414713	-	fabG	SPO2275
CP000031.2	2414771	2415709	-	fabD	SPO2276
CP000031.2	2415871	2417088	+		SPO2277
CP000031.2	2417261	2418733	-		SPO2278
CP000031.2	2418951	2419529	-		SPO2279
CP000031.2	2419667	2420392	-		SPO2280
CP000031.2	2420488	2420841	+	rpsF	SPO2281
CP000031.2	2420869	2421096	+	rpsR	SPO2282
CP000031.2	2421109	2421711	+	rplI	SPO2283
CP000031.2	2421894	2422367	+		SPO2284
CP000031.2	2422761	2423165	+		SPO2285
CP000031.2	2423205	2423906	+	luxR-2	SPO2286
CP000031.2	2424012	2424872	+		SPO2287
CP000031.2	2424964	2426295	-	tig	SPO2288
CP000031.2	2426486	2427748	-		SPO2289
CP000031.2	2427935	2429041	-		SPO2290
CP000031.2	2429427	2429510	-		SPO_tRNA-Leu-4
CP000031.2	2429721	2430230	+		SPO2292
CP000031.2	2430227	2431897	-		SPO2293
CP000031.2	2432035	2432373	+	glnB-1	SPO2294
CP000031.2	2432406	2433812	+	glnA	SPO2295
CP000031.2	2433947	2434789	+		SPO2296
CP000031.2	2434982	2435908	+		SPO2297
CP000031.2	2435964	2436701	-		SPO2298
CP000031.2	2436993	2438174	+	dddP	SPO2299
CP000031.2	2438199	2438390	-		SPO2300
CP000031.2	2438615	2439835	+		SPO2301
CP000031.2	2439901	2440488	-		SPO2302
CP000031.2	2440565	2440987	-		SPO2303
CP000031.2	2440984	2441382	-		SPO2304
CP000031.2	2441405	2442709	+	purB	SPO2305
CP000031.2	2442755	2442976	+		SPO2306
CP000031.2	2443071	2443625	+		SPO2307
CP000031.2	2443768	2444817	+	fliG	SPO2308
CP000031.2	2444863	2445846	+		SPO2309
CP000031.2	2445856	2446782	+		SPO2310
CP000031.2	2446783	2447667	-		SPO2311
CP000031.2	2447733	2450423	+	acnA	SPO2312
CP000031.2	2450603	2450920	+		SPO2313
CP000031.2	2450989	2451528	-		SPO2314
CP000031.2	2451676	2452449	-	ccmC	SPO2315
CP000031.2	2452495	2453151	-	ccmB	SPO2316
CP000031.2	2453148	2453762	-	ccmA	SPO2317
CP000031.2	2453902	2454255	-		SPO2318
CP000031.2	2454257	2455012	-		SPO2319
CP000031.2	2455082	2456050	-	secF	SPO2320
CP000031.2	2456052	2457713	-	secD	SPO2321
CP000031.2	2457742	2458107	-	yajC	SPO2322
CP000031.2	2458191	2459807	+		SPO2323
CP000031.2	2459954	2460370	+		SPO2324
CP000031.2	2460512	2461804	+	serS	SPO2325
CP000031.2	2461844	2462464	-		SPO2326
CP000031.2	2462560	2463543	-		SPO2327
CP000031.2	2463744	2465207	-	engA	SPO2328
CP000031.2	2465257	2466534	-		SPO2329
CP000031.2	2466638	2467414	-		SPO2330
CP000031.2	2467484	2468788	+		SPO2331
CP000031.2	2468785	2472564	+		SPO2332
CP000031.2	2472666	2473025	+		SPO2333
CP000031.2	2473035	2474663	-		SPO2334
CP000031.2	2474739	2476568	-		SPO2335
CP000031.2	2476637	2478295	-		SPO2336
CP000031.2	2478421	2478972	+		SPO2337
CP000031.2	2478909	2479829	-	rarD-1	SPO2338
CP000031.2	2479899	2480660	-		SPO2339
CP000031.2	2480851	2481450	-	sodB	SPO2340
CP000031.2	2481552	2482304	+		SPO2341
CP000031.2	2482311	2482688	-		SPO2341a
CP000031.2	2482745	2483179	-		SPO2342
CP000031.2	2483204	2483653	-		SPO2343
CP000031.2	2484210	2484776	-		SPO2344
CP000031.2	2484769	2487801	-		SPO2345
CP000031.2	2487847	2488176	-		SPO2346
CP000031.2	2488754	2489092	-		SPO2347
CP000031.2	2489172	2490416	-		SPO2348
CP000031.2	2490594	2491829	+	cycH	SPO2349
CP000031.2	2491826	2492290	+		SPO2350
CP000031.2	2492304	2492537	+		SPO2351
CP000031.2	2492609	2494003	-		SPO2352
CP000031.2	2494148	2494933	-		SPO2353
CP000031.2	2494927	2495751	-		SPO2354
CP000031.2	2495992	2496798	-	iseR	SPO2355
CP000031.2	2496834	2498195	-	iseM	SPO2356
CP000031.2	2498206	2498760	-	iseL	SPO2357
CP000031.2	2498969	2500201	-	iseK	SPO2358
CP000031.2	2500329	2501936	+	iseJ	SPO2359
CP000031.2	2503500	2505668	-		SPO2361
CP000031.2	2505665	2506666	-		SPO2362
CP000031.2	2506663	2507556	-	serB-1	SPO2363
CP000031.2	2507886	2508899	+		SPO2364
CP000031.2	2508966	2510138	+		SPO2365
CP000031.2	2510116	2511243	+		SPO2366
CP000031.2	2511263	2512033	+		SPO2367
CP000031.2	2512085	2513692	+		SPO2368
CP000031.2	2513753	2514415	+		SPO2369
CP000031.2	2514748	2516334	-		SPO2370
CP000031.2	2516316	2516750	-		SPO2371
CP000031.2	2516897	2517352	+		SPO2372
CP000031.2	2517364	2517780	-		SPO2373
CP000031.2	2517866	2518900	-		SPO2374
CP000031.2	2520535	2520999	-		SPO2376
CP000031.2	2521003	2521401	-		SPO2377
CP000031.2	2521398	2522747	-		SPO2378
CP000031.2	2523561	2524727	-		SPO2380
CP000031.2	2524846	2525781	-		SPO2381
CP000031.2	2526030	2526983	+		SPO2382
CP000031.2	2527013	2527501	+		SPO2383
CP000031.2	2527489	2529063	+		SPO2384
