Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product
yfjF	BW25113_RS13665	2747367	2747657	putative component of the Rsx system
hyaF	BW25113_RS05070	1032205	1033062	protein HyaF
fdnI	BW25113_RS07740	1545595	1546248	formate dehydrogenase N subunit &gamma;
trg	BW25113_RS07455	1486727	1488367	methyl-accepting chemotaxis protein Trg
yjjW	BW25113_RS22805	4604497	4605360	putative glycyl-radical enzyme activating enzyme YjjW
ccmA	BW25113_RS11485	2290500	2291117	cytochrome <i>c</i> maturation protein A
caiF	BW25113_RS00180	34300	34695	DNA-binding transcriptional activator CaiF
dld	BW25113_RS11130	2215664	2217379	quinone-dependent D-lactate dehydrogenase
ghrB	BW25113_RS18435	3710670	3711644	glyoxylate reductase
BW25113_RS08260	BW25113_RS08260	1645099	1645794	IS3-like element IS2 family transposase
yigB	BW25113_RS19795	3990543	3991259	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase
lipA	BW25113_RS03260	654707	655672	lipoyl synthase
oppC	BW25113_RS06490	1298091	1298999	murein tripeptide ABC transporter / oligopeptide ABC transporter inner membrane subunit OppC
ydeA	BW25113_RS08010	1611285	1612475	L-arabinose exporter
yicS	BW25113_RS19020	3833575	3833868	uncharacterized protein YicS
bglB	BW25113_RS19345	3895649	3897061	6-phospho-&beta;-glucosidase B
ysgA	BW25113_RS19885	4008714	4009529	putative dienelactone hydrolase
mutT	BW25113_RS00495	107531	107920	8-oxo-dGTP diphosphatase
BW25113_RS13530	BW25113_RS13530	2722728	2722803	tRNA-Glu
yafD	BW25113_RS01050	227609	228409	endonuclease/exonuclease/phosphatase domain-containing protein YafD
caiT	BW25113_RS00210	40417	41931	L-carnitine:&gamma;-butyrobetaine antiporter
fumD	BW25113_RS08765	1749189	1749398	fumarase D
insG	BW25113_RS22210	4491920	4493266	KpLE2 phage-like element; IS<i>4</i> putative transposase
ypjD	BW25113_RS13630	2741321	2742112	cytochrome <i>c</i> assembly family protein
clpS	BW25113_RS04575	918369	918689	specificity factor for ClpA-ClpP chaperone-protease complex
intD	BW25113_RS02755	560271	561434	DLP12 prophage; putative integrase
ybfC	BW25113_RS03640	731106	731675	uncharacterized protein YbfC
mrcA	BW25113_RS17595	3516230	3518782	peptidoglycan glycosyltransferase / peptidoglycan DD-transpeptidase MrcA
waaQ	BW25113_RS18860	3800424	3801494	lipopolysaccharide core heptosyltransferase 3
yadC	BW25113_RS00675	146202	147440	fimbrial tip-adhesin YadC
trpA	BW25113_RS06570	1310673	1311479	tryptophan synthase subunit &alpha;
BW25113_RS05975	BW25113_RS05975	1201187	1201594	phage portal protein
BW25113_RS26015	BW25113_RS26015	3744173	3744274	AraC family transcriptional regulator
ykfG	BW25113_RS01250	259967	260443	CP4-6 prophage; RadC-like JAB domain-containing protein YkfG
mdtD	BW25113_RS10845	2154945	2156360	putative multidrug efflux pump MdtD
yfdX	BW25113_RS12390	2487246	2487881	protein YfdX
ydiT	BW25113_RS08895	1776938	1777231	ferredoxin-like protein YdiT
secF	BW25113_RS02115	424961	425932	Sec translocon accessory complex subunit SecF
dkgB	BW25113_RS01040	225654	226457	methylglyoxal reductase DkgB
rsd	BW25113_RS20730	4186260	4186736	regulator of sigma D
gltF	BW25113_RS16655	3354535	3355299	DUF1120 domain-containing protein
BW25113_RS23640	BW25113_RS23640	1206866	1207033	NADP-dependent isocitrate dehydrogenase
ysaA	BW25113_RS18550	3734469	3734942	putative electron transport protein YsaA
phnN	BW25113_RS21265	4305342	4305899	ribose 1,5-bisphosphate phosphokinase
elfC	BW25113_RS04875	994672	997272	putative fimbrial usher protein ElfC
hxpB	BW25113_RS09035	1803637	1804305	hexitol phosphatase B
nuoI	BW25113_RS11915	2389387	2389929	NADH:quinone oxidoreductase subunit I
panC	BW25113_RS00665	144431	145282	pantothenate synthetase
BW25113_RS25430	BW25113_RS25430	262264	262491	hypothetical protein
hemE	BW25113_RS20740	4187644	4188708	uroporphyrinogen decarboxylase
BW25113_RS10330	BW25113_RS10330	2038030	2038105	tRNA-Asn
kduD	BW25113_RS14785	2975856	2976617	2-keto-3-deoxy-D-gluconate dehydrogenase
phnL	BW25113_RS21275	4307032	4307712	ATP-binding cassette protein PhnL
alsK	BW25113_RS21215	4296687	4297616	D-allose kinase
BW25113_RS24210	BW25113_RS24210	2776424	2776642	recombinase family protein
yjiK	BW25113_RS22565	4552560	4553420	PF06977 family protein YjiK
yiaO	BW25113_RS18580	3739454	3740440	2,3-diketo-L-gulonate:Na<sup>+</sup> symporter - periplasmic binding protein
BW25113_RS11725	BW25113_RS11725	2351283	2351480	hypothetical protein
yfdP	BW25113_RS12305	2467083	2467445	CPS-53 (KpLE1) prophage; uncharacterized protein YfdP
yphH	BW25113_RS13295	2676222	2677415	putative DNA-binding transcriptional regulator, NAGC-like
rfbD	BW25113_RS10655	2104558	2105457	dTDP-4-dehydrorhamnose reductase
envY	BW25113_RS02935	581603	582364	DNA-binding transcriptional activator EnvY
glrK	BW25113_RS13325	2683030	2684457	histidine kinase GlrK
yibG	BW25113_RS18670	3761537	3761998	tetratricopeptide-like domain-containing protein YibG
rpnA	BW25113_RS17675	3536526	3537404	recombination-promoting nuclease RpnA
fabA	BW25113_RS04945	1011408	1011926	&beta;-hydroxyacyl-acyl carrier protein dehydratase/isomerase
pepD	BW25113_RS01200	250746	252203	peptidase D
ybgD	BW25113_RS03720	747685	748251	putative fimbrial protein YbgD
rrf	BW25113_RS13520	2719430	2719545	5S ribosomal RNA
menH	BW25113_RS11825	2370313	2371071	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
yfdF	BW25113_RS12235	2456491	2457549	protein YfdF
wcaA	BW25113_RS10750	2126039	2126878	UDP-glucuronate:2-O-Ac-beta-D-Gal-(1->3)-alpha-L-Fuc-(1->4)-2/3-O-Ac-alpha-L-Fuc-(1->3)-beta-D-Glc-PP-Und beta-(1,3)-glucuronosyltranferase
intR	BW25113_RS23720	1406257	1407492	Rac prophage; putative integrase
kbp	BW25113_RS13875	2789696	2790145	K<sup>+</sup> binding protein
BW25113_RS13950	BW25113_RS13950	2801675	2802852	MFS transporter
BW25113_RS21020	BW25113_RS21020	4250249	4251234	DUF2713 domain-containing protein
csdA	BW25113_RS14615	2936696	2937901	cysteine sulfinate desulfinase
hycF	BW25113_RS14155	2837569	2838111	hydrogenase 3 iron-sulfur protein HycF
atpC	BW25113_RS19395	3908913	3909332	ATP synthase F<sub>1</sub> complex subunit &epsilon;
rluA	BW25113_RS00295	59687	60346	23S rRNA pseudouridine<sup>746</sup> and tRNA pseudouridine<sup>32</sup> synthase
BW25113_RS02750	BW25113_RS02750	560179	560255	tRNA-Arg
rsxA	BW25113_RS08515	1700024	1700605	SoxR [2Fe-2S] reducing system protein RsxA
ybhQ	BW25113_RS04110	820086	820496	inner membrane protein YbhQ
fimF	BW25113_RS22465	4537559	4538089	type 1 fimbriae minor subunit FimF
purR	BW25113_RS08680	1732101	1733126	DNA-binding transcriptional repressor PurR
allB	BW25113_RS02630	534603	535964	allantoinase
djlC	BW25113_RS03370	675668	677119	co-chaperone DjlC
yjdJ	BW25113_RS21440	4341902	4342174	putative <i>N</i>-acetyltransferase YjdJ
ecnB	BW25113_RS21555	4366370	4366516	bacteriolytic entericidin B lipoprotein
fes	BW25113_RS03040	608193	609395	ferric enterobactin esterase
cspE	BW25113_RS03240	652748	652957	transcription antiterminator and regulator of RNA stability CspE
yfiE	BW25113_RS13455	2707798	2708679	putative LysR-type DNA-binding transcriptional regulator YfiE
yrhD	BW25113_RS25760	3577764	3577919	uncharacterized protein YrhD
yfbN	BW25113_RS11875	2381189	2381905	uncharacterized protein YfbN
yggN	BW25113_RS15360	3094263	3094982	DUF2884 domain-containing protein YggN
hisG	BW25113_RS10550	2083673	2084572	ATP phosphoribosyltransferase
fmt	BW25113_RS17045	3427573	3428520	10-formyltetrahydrofolate:L-methionyl-tRNA<sup>fMet</sup> <i>N</i>-formyltransferase
yhdP	BW25113_RS16820	3385817	3389617	phospholipid transport factor YhdP
ydcD	BW25113_RS07650	1524179	1524661	uncharacterized protein YdcD
yncD	BW25113_RS07620	1515220	1517322	pyrroloquinoline quinone outer membrane transporter
ybfB	BW25113_RS03630	729232	729558	uncharacterized protein YbfB
trpS	BW25113_RS17535	3505993	3506997	tryptophan&mdash;tRNA ligase
ldrD	BW25113_RS23010	3693340	3693447	small toxic polypeptide LdrD
yjeM	BW25113_RS21600	4373656	4375158	glutamate/gamma-aminobutyrate family transporter YjeM
norV	BW25113_RS14105	2825835	2827274	anaerobic nitric oxide reductase flavorubredoxin
yohJ	BW25113_RS11170	2224103	2224501	putative 3-hydroxypropanoate export protein YohJ
tdcE	BW25113_RS16160	3253483	3255777	2-oxobutanoate formate-lyase/pyruvate formate-lyase 4
BW25113_RS03855	BW25113_RS03855	776010	776085	tRNA-Lys
ycgN	BW25113_RS06150	1224286	1224732	putative metal-chelating domain-containing protein YcgN
hflX	BW25113_RS21685	4390489	4391769	ribosome rescue factor HflX
ndh	BW25113_RS05770	1161541	1162845	NADH:quinone oxidoreductase II
yhgF	BW25113_RS17655	3530744	3533065	RNA-binding protein YhgF
tusD	BW25113_RS17335	3468691	3469077	sulfurtransferase complex subunit TusD
hydN	BW25113_RS14120	2830937	2831464	putative electron transport protein HydN
yfdG	BW25113_RS12260	2461334	2461696	CPS-53 (KpLE1) prophage; putative bactoprenol-linked glucose translocase
speA	BW25113_RS15260	3077294	3079270	biosynthetic arginine decarboxylase
nohA	BW25113_RS08115	1630055	1630624	Qin prophage; putative prophage DNA-packaging protein NohA
dgcT	BW25113_RS05340	1088332	1089690	probable diguanylate cyclase DgcT
BW25113_RS19520	BW25113_RS19520	3935168	3936709	16S ribosomal RNA
folM	BW25113_RS08405	1675233	1675955	dihydromonapterin reductase
BW25113_RS02760	BW25113_RS02760	561554	561832	exonuclease
grxC	BW25113_RS18750	3777551	3777802	reduced glutaredoxin 3
ompW	BW25113_RS06550	1308277	1308915	outer membrane protein W
fdoI	BW25113_RS20200	4074585	4075220	formate dehydrogenase O subunit &gamma;
BW25113_RS06005	BW25113_RS06005	1204575	1205069	phage tail protein
hisA	BW25113_RS10575	2088606	2089343	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase
thiF	BW25113_RS20715	4182749	4183504	sulfur carrier protein ThiS adenylyltransferase
pqiC	BW25113_RS04935	1010352	1010915	intermembrane transport lipoprotein PqiC
yadM	BW25113_RS00690	148730	149299	putative fimbrial protein YadM
marB	BW25113_RS08030	1614246	1614464	multiple antibiotic resistance protein MarB
cca	BW25113_RS15875	3195250	3196488	fused CCA tRNA nucleotidyltransferase/phosphohydrolase
alsA	BW25113_RS21230	4299265	4300797	D-allose ABC transporter ATP binding subunit
yadK	BW25113_RS00680	147490	148086	putative fimbrial protein YadK
ybdO	BW25113_RS03140	632172	633074	DNA-binding transcriptional repressor CitR
nuoE	BW25113_RS11935	2395031	2395531	NADH:quinone oxidoreductase subunit E
degP	BW25113_RS00810	177371	178795	periplasmic serine endoprotease DegP
rnlB	BW25113_RS13725	2760343	2760714	CP4-57 prophage; antitoxin RnlB
manZ	BW25113_RS09520	1898152	1899003	mannose-specific PTS enzyme IID component
rseA	BW25113_RS13420	2702113	2702763	anti-sigma-E factor RseA
pbpG	BW25113_RS11135	2217417	2218349	peptidoglycan DD-endopeptidase PbpG
rpsI	BW25113_RS16745	3371174	3371566	30S ribosomal protein S9
mcrC	BW25113_RS22620	4566729	4567775	Type IV methyl-directed restriction enzyme EcoKMcrBC subunit
ygdI	BW25113_RS14610	2936277	2936504	DUF903 domain-containing lipoprotein YgdI
BW25113_RS01010	BW25113_RS01010	220258	221799	16S ribosomal RNA
racR	BW25113_RS07115	1414022	1414498	Rac prophage; DNA-binding transcriptional repressor RacR
pdhR	BW25113_RS00565	118579	119343	DNA-binding transcriptional dual regulator PdhR
waaF	BW25113_RS18800	3788289	3789335	ADP-heptose&mdash;LPS heptosyltransferase 2
pitA	BW25113_RS18090	3631002	3632501	metal phosphate:H<sup>+</sup> symporter PitA
arcB	BW25113_RS16635	3344048	3346384	sensor histidine kinase ArcB
cnu	BW25113_RS08505	1699206	1699421	H-NS- and StpA-binding protein
pheP	BW25113_RS02985	597415	598791	phenylalanine:H+ symporter PheP
ydhU	BW25113_RS08740	1743820	1744605	putative cytochrome YdhU
yhjX	BW25113_RS18405	3704159	3705367	putative transporter YhjX
ydeQ	BW25113_RS07875	1581077	1581991	putative fimbrial adhesin protein YdeQ
lldR	BW25113_RS18720	3772414	3773190	DNA-binding transcriptional dual regulator LldR
BW25113_RS19570	BW25113_RS19570	3943920	3945564	acetolactate synthase 2 catalytic subunit
dgcC	BW25113_RS01995	399159	400274	diguanylate cyclase DgcC
ydjY	BW25113_RS09160	1828373	1829050	4Fe-4S ferredoxin-type domain-containing protein YdjY
tehB	BW25113_RS07500	1495819	1496412	tellurite methyltransferase
yegP	BW25113_RS10860	2158670	2159002	DUF1508 domain-containing protein YegP
elaB	BW25113_RS11840	2374201	2374506	tail-anchored inner membrane protein ElaB
BW25113_RS17750	BW25113_RS17750	3557147	3557368	phosphate ABC transporter substrate-binding protein
rihC	BW25113_RS00145	27293	28207	ribonucleoside hydrolase RihC
dhaL	BW25113_RS06240	1244581	1245213	dihydroxyacetone kinase subunit L
citE	BW25113_RS03205	645038	645946	citrate lyase &beta; subunit
acrR	BW25113_RS02395	481217	481864	DNA-binding transcriptional repressor AcrR
yadI	BW25113_RS00645	141064	141504	PTS sugar transporter subunit IIA
csqR	BW25113_RS20155	4068029	4068814	DNA-binding transcriptional dual regulator CsqR
dolP	BW25113_RS16330	3289768	3290343	division and outer membrane stress-associated lipid-binding lipoprotein
yqiD	BW25113_RS25885	3176740	3176910	protein YqiD
dksA	BW25113_RS00725	156636	157091	RNA polymerase-binding transcription factor DksA
yoaB	BW25113_RS09465	1887624	1887968	RutC family protein YoaB
ybbC	BW25113_RS02570	523037	523405	PF15631 family protein YbbC
osmY	BW25113_RS22785	4601213	4601818	periplasmic chaperone OsmY
BW25113_RS12505	BW25113_RS12505	2511635	2511710	tRNA-Ala
BW25113_RS20790	BW25113_RS20790	4198075	4199616	16S ribosomal RNA
relE	BW25113_RS08200	1639603	1639890	Qin prophage; mRNA interferase toxin RelE
nlpC	BW25113_RS08940	1786524	1786988	NlpC/P60 family lipoprotein NlpC
yeaO	BW25113_RS09375	1871166	1871513	DUF488 domain-containing protein YeaO
ahpF	BW25113_RS03155	635209	636774	alkyl hydroperoxide reductase, AhpF component
cpxP	BW25113_RS20310	4095748	4096248	periplasmic protein CpxP
ygdG	BW25113_RS14555	2924414	2925169	flap endonuclease
clsC	BW25113_RS05445	1101751	1103232	cardiolipin synthase C
yejL	BW25113_RS11415	2277608	2277835	DUF1414 domain-containing protein YejL
tsgA	BW25113_RS17440	3485927	3487108	MFS transporter TsgA
ybdN	BW25113_RS03135	630805	632025	putative PAPS reductase/DUF3440 domain-containing protein YbdN
rpmJ	BW25113_RS17105	3435977	3436093	50S ribosomal protein L36
yciC	BW25113_RS06545	1307177	1307920	envelope biogenesis factor ElyC
srlD	BW25113_RS14080	2821096	2821875	sorbitol-6-phosphate 2-dehydrogenase
ghoT	BW25113_RS21450	4342725	4342898	toxin of the GhoTS toxin-antitoxin system
fliE	BW25113_RS10130	2006181	2006495	flagellar protein FliE
yciN	BW25113_RS06635	1324674	1324925	protein YciN
rluE	BW25113_RS05905	1189754	1190407	23S rRNA pseudouridine<sup>2457</sup> synthase
yagK	BW25113_RS01415	288033	288659	CP4-6 prophage; uncharacterized protein YagK
djlB	BW25113_RS03355	672871	674298	J domain-containing protein DjlB
yjjU	BW25113_RS22795	4602228	4603301	putative patatin-like phospholipase YjjU
torI	BW25113_RS12330	2469789	2469989	CPS-53 (KpLE1) prophage; prophage CPS-53 recombination directionality factor and response regulator inhibitor
sdhA	BW25113_RS03745	751363	753129	succinate:quinone oxidoreductase, FAD binding protein
nudK	BW25113_RS12860	2576262	2576837	GDP-mannose hydrolase
tapT	BW25113_RS13490	2712582	2713280	tRNA 3-amino-3-carboxypropyltransferase
kbaY	BW25113_RS16265	3276502	3277362	tagatose-1,6-bisphosphate aldolase 1
ygiV	BW25113_RS15690	3162108	3162590	DNA-binding transcriptional repressor YgiV
fixX	BW25113_RS00230	45463	45750	putative ferredoxin FixX
BW25113_RS23145	BW25113_RS23145	3701808	3701941	RtT sRNA
yfdN	BW25113_RS12295	2465866	2466360	CPS-53 (KpLE1) prophage; uncharacterized protein YfdN
uspD	BW25113_RS20355	4103221	4103649	universal stress protein D
nupX	BW25113_RS11280	2246374	2247624	NupC/NupG family nucleoside CNT transporter
sthA	BW25113_RS20560	4149318	4150718	soluble pyridine nucleotide transhydrogenase
fadH	BW25113_RS16000	3225024	3227042	2,4-dienoyl-CoA reductase
arfB	BW25113_RS00960	211320	211742	peptidyl-tRNA hydrolase, ribosome rescue factor
hybO	BW25113_RS15565	3138502	3139620	hydrogenase 2 small subunit
fliK	BW25113_RS10160	2011867	2012994	flagellar hook-length control protein
yraK	BW25113_RS16305	3284700	3285791	putative fimbrial adhesin YraK
ybhK	BW25113_RS04050	811195	812103	putative transferase YbhK
fruA	BW25113_RS11310	2253198	2254889	fructose-specific PTS multiphosphoryl transfer protein FruA
cysI	BW25113_RS14375	2881746	2883458	sulfite reductase, hemoprotein subunit
lplA	BW25113_RS25850	4612918	4613934	lipoate&mdash;protein ligase A
crl	BW25113_RS01215	254316	254717	sigma factor-binding protein Crl
rph	BW25113_RS18915	3809194	3809909	ribonuclease PH
gntU	BW25113_RS17790	3569081	3570421	low-affinity gluconate transporter
acnB	BW25113_RS00590	128102	130699	AcnB
sfsB	BW25113_RS16525	3328268	3328546	putative transcriptional regulator SfsB
mreB	BW25113_RS16845	3393403	3394446	dynamic cytoskeletal protein MreB
amtB	BW25113_RS02335	468422	469708	ammonium transporter
yhdE	BW25113_RS16830	3391144	3391737	nucleoside triphosphate pyrophosphatase YhdE
pta	BW25113_RS12000	2408226	2410370	phosphate acetyltransferase
lldD	BW25113_RS18725	3773187	3774377	L-lactate dehydrogenase
marA	BW25113_RS08025	1613831	1614214	DNA-binding transcriptional dual regulator MarA
znuC	BW25113_RS09745	1936919	1937674	Zn<sup>2+</sup> ABC transporter ATP binding subunit
ygeW	BW25113_RS14925	2999624	3000811	putative carbamoyltransferase YgeW
hdhA	BW25113_RS08470	1691530	1692297	7-&alpha;-hydroxysteroid dehydrogenase
fixB	BW25113_RS00220	43188	44129	putative electron transfer flavoprotein FixB
rrrD	BW25113_RS02865	573069	573566	DLP12 prophage; lysozyme
rsmD	BW25113_RS17940	3597753	3598349	16S rRNA m<sup>2</sup>G966 methyltransferase
yeeY	BW25113_RS10530	2080810	2081739	putative DNA-binding transcriptional regulator YeeY
nadA	BW25113_RS03890	777541	778584	quinolinate synthase
ycaM	BW25113_RS04665	942685	944115	putative transporter YcaM
ghxQ	BW25113_RS14995	3020480	3021847	guanine/hypoxanthine transporter GhxQ
yciO	BW25113_RS06600	1318355	1318975	putative RNA-binding protein YciO
dxs	BW25113_RS02175	433771	435633	1-deoxy-D-xylulose-5-phosphate synthase
dicB	BW25113_RS08245	1643866	1644054	Qin prophage; cell division inhibition protein DicB
yddA	BW25113_RS07845	1571914	1573599	ABC transporter family protein YddA
yedL	BW25113_RS10110	2004081	2004560	putative acetyltransferase YedL
evgS	BW25113_RS12365	2477853	2481446	sensor histidine kinase EvgS
bluR	BW25113_RS06035	1208784	1209515	DNA-binding transcriptional repressor BluR
yejE	BW25113_RS11375	2268752	2269777	putative oligopeptide ABC transporter membrane subunit YejE
frdC	BW25113_RS21580	4369194	4369589	fumarate reductase membrane protein FrdC
iraP	BW25113_RS01980	396842	397102	anti-adaptor protein IraP
mscK	BW25113_RS02400	481992	485354	potassium dependent, small conductance mechanosensitive channel
pgaB	BW25113_RS05330	1083295	1085313	poly-&beta;-1,6-<i>N</i>-acetyl-D-glucosamine <i>N</i>-deacetylase and &beta;-1,6 glycoside hydrolase
yjjB	BW25113_RS22715	4591441	4591914	putative succinate exporter YjjB
symE	BW25113_RS22630	4569316	4569657	nucleoid-associated protein SymE
ygdB	BW25113_RS14685	2956108	2956515	DUF2509 domain-containing protein YgdB
BW25113_RS22240	BW25113_RS22240	4497283	4498434	IS30-like element IS30 family transposase
dadX	BW25113_RS06195	1234335	1235405	alanine racemase 2
BW25113_RS23270	BW25113_RS23270	286140	286343	DUF3987 domain-containing protein
ygfX	BW25113_RS15060	3033775	3034182	protein YgfX
ftsN	BW25113_RS20405	4112308	4113267	cell division protein FtsN
tsaC	BW25113_RS17020	3424202	3424774	L-threonylcarbamoyladenylate synthase
kefG	BW25113_RS17370	3473966	3474517	glutathione-regulated potassium-efflux system ancillary protein KefG
ypfN	BW25113_RS12895	2586121	2586321	PF13980 family protein YpfN
rpmA	BW25113_RS16510	3326221	3326478	50S ribosomal protein L27
hisH	BW25113_RS10570	2088016	2088606	imidazole glycerol phosphate synthase subunit HisH
BW25113_RS19725	BW25113_RS19725	3975966	3976052	tRNA-Leu
ogrK	BW25113_RS24060	2160783	2161001	prophage P2 late control protein OgrK
rpnE	BW25113_RS11720	2350383	2351282	inactive recombination-promoting nuclease-like protein RpnE
holD	BW25113_RS22765	4597620	4598033	DNA polymerase III subunit &psi;
dhaK	BW25113_RS06245	1245224	1246294	dihydroxyacetone kinase subunit K
BW25113_RS08215	BW25113_RS08215	1641615	1641893	hypothetical protein
rluB	BW25113_RS06610	1321109	1321984	23S rRNA pseudouridine<sup>2605</sup> synthase
nagA	BW25113_RS03490	697059	698207	<i>N</i>-acetylglucosamine-6-phosphate deacetylase
yqgF	BW25113_RS15315	3086859	3087275	ribonuclease H-like domain-containing nuclease
gatD	BW25113_RS10910	2165314	2166354	galactitol-1-phosphate 5-dehydrogenase
msrC	BW25113_RS09600	1909888	1910385	free methionine-(<i>R</i>)-sulfoxide reductase
btuF	BW25113_RS00795	174149	174949	vitamin B<sub>12</sub> ABC transporter periplasmic binding protein
tsaD	BW25113_RS15915	3202889	3203902	N<sup>6</sup>-L-threonylcarbamoyladenine synthase, TsaD subunit
blr	BW25113_RS08500	1698808	1698933	&beta;-lactam resistance protein
dmsB	BW25113_RS04645	938870	939487	dimethyl sulfoxide reductase subunit B
casD	BW25113_RS14345	2873733	2874407	type I-E CRISPR system Cascade subunit CasD
arnF	BW25113_RS11800	2366371	2366757	undecaprenyl-phosphate-&alpha;-L-Ara4N flippase - ArnF subunit
ydeO	BW25113_RS07860	1577183	1577944	DNA-binding transcriptional dual regulator YdeO
ycfP	BW25113_RS05765	1160599	1161141	PF05728 family protein YcfP
ycbV	BW25113_RS04890	998895	999410	putative fimbrial protein YcbV
borD	BW25113_RS02875	574056	574349	DLP12 prophage; prophage lipoprotein BorD
yoaG	BW25113_RS09400	1873660	1873842	DUF1869 domain-containing protein YoaG
galT	BW25113_RS03935	785439	786485	galactose-1-phosphate uridylyltransferase
ispB	BW25113_RS16520	3327069	3328040	<i>all-trans</i>-octaprenyl-diphosphate synthase
rhoL	BW25113_RS19635	3959591	3959692	<i>rho</i> operon leader peptide
abgB	BW25113_RS07015	1396067	1397512	<i>p</i>-aminobenzoyl-glutamate hydrolase subunit B
amiC	BW25113_RS14650	2941116	2942369	<i>N</i>-acetylmuramoyl-L-alanine amidase C
BW25113_RS25845	BW25113_RS25845	4558815	4559735	Rpn family recombination-promoting nuclease/putative transposase
artP	BW25113_RS04485	898462	899190	L-arginine ABC transporter ATP binding subunit
nrdE	BW25113_RS13925	2794707	2796851	ribonucleoside-diphosphate reductase 2 subunit &alpha;
ilvC	BW25113_RS19600	3951330	3952805	ketol-acid reductoisomerase (NADP<sup>+</sup>)
ybjO	BW25113_RS04455	893445	893933	YbjO family protein
mukE	BW25113_RS04785	971078	971782	chromosome partitioning protein MukE
ycjO	BW25113_RS06870	1367479	1368360	putative ABC transporter membrane subunit YcjO
rpmI	BW25113_RS08985	1794059	1794256	50S ribosomal protein L35
mhpD	BW25113_RS01810	367571	368380	2-hydroxypentadienoate hydratase
yjeO	BW25113_RS21610	4375521	4375835	DUF2645 domain-containing inner membrane protein YjeO
rppH	BW25113_RS14715	2961806	2962336	RNA pyrophosphohydrolase
yihT	BW25113_RS20140	4065133	4066011	6-deoxy-6-sulfofructose-1-phosphate aldolase
cdgI	BW25113_RS09340	1864642	1866117	putative c-di-GMP binding protein CdgI
trhA	BW25113_RS15075	3035848	3036507	transmembrane homeostasis protein A
chaA	BW25113_RS06345	1266205	1267305	Na<sup>+</sup>/K<sup>+</sup>:H<sup>+</sup> antiporter ChaA
mdtQ	BW25113_RS11155	2220802	2222237	multidrug resistance outer membrane protein MdtQ
thiE	BW25113_RS20720	4183497	4184132	thiamine phosphate synthase
ybiY	BW25113_RS04280	858068	858967	putative pyruvate formate-lyase activating enzyme YbiY
hemX	BW25113_RS19750	3981245	3982426	PF04375 family protein HemX
rbsD	BW25113_RS19480	3926711	3927130	D-ribose pyranase
gltX	BW25113_RS12520	2512736	2514151	glutamate&mdash;tRNA ligase
ygfF	BW25113_RS15090	3038517	3039260	putative oxidoreductase YgfF
ulaR	BW25113_RS21775	4407515	4408270	DNA-binding transcriptional repressor UlaR
hcaD	BW25113_RS13255	2665406	2666608	putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin reductase subunit
preA	BW25113_RS11200	2228744	2229979	dihydropyrimidine dehydrogenase (NAD<sup>+</sup>) subunit PreA
yhgE	BW25113_RS17625	3524074	3525798	DUF4153 domain-containing protein
roxA	BW25113_RS05870	1182575	1183696	50S ribosomal protein L16-arginine 3-hydroxylase
ybgE	BW25113_RS03815	769765	770058	PF09600 family protein YbgE
nikA	BW25113_RS17995	3607027	3608601	nickel ABC transporter periplasmic binding protein
ydbK	BW25113_RS07230	1431517	1435041	putative pyruvate-flavodoxin oxidoreductase
ycdZ	BW25113_RS05390	1095752	1096243	inner membrane protein YcdZ
hisF	BW25113_RS10580	2089325	2090101	imidazole glycerol phosphate synthase subunit HisF
uspB	BW25113_RS18095	3632745	3633080	universal stress protein B
ymdB	BW25113_RS05440	1101276	1101809	2'-<i>O</i>-acetyl-ADP-ribose deacetylase, regulator of RNase III activity
thiS	BW25113_RS20710	4182565	4182765	sulfur carrier protein ThiS
ydfG	BW25113_RS08070	1621774	1622520	3-hydroxy acid dehydrogenase YdfG
thrA	BW25113_RS00010	337	2799	fused aspartate kinase/homoserine dehydrogenase 1
gudP	BW25113_RS14505	2914107	2915459	galactarate/D-glucarate transporter GudP
ygfT	BW25113_RS15005	3022371	3024290	putative oxidoreductase YgfT
nfrA	BW25113_RS02945	583438	586410	exopolysaccharide secretion system outer membrane protein NfrA
tabA	BW25113_RS22075	4464679	4465131	DUF386 domain-containing toxin-antitoxin biofilm protein TabA
ubiE	BW25113_RS19900	4012215	4012970	bifunctional 2-octaprenyl-6-methoxy-1,4-benzoquinol methylase and demethylmenaquinone methyltransferase
yjcF	BW25113_RS21115	4271711	4273003	pentapeptide repeat-containing protein YjcF
topAI	BW25113_RS22385	4523613	4523870	KpLE2 phage-like element; toxin of the TopAI-YjhQ toxin-antitoxin system, TopA inhibitor
fdhF	BW25113_RS21180	4287036	4289183	formate dehydrogenase H
accD	BW25113_RS12095	2426491	2427405	acetyl-CoA carboxyltransferase subunit &beta;
yibF	BW25113_RS18650	3754707	3755315	glutathione transferase-like protein YibF
ppiC	BW25113_RS19605	3952892	3953173	peptidyl-prolyl <i>cis-trans</i> isomerase C
rplT	BW25113_RS08980	1793650	1794006	50S ribosomal protein L20
grxB	BW25113_RS05545	1118863	1119510	reduced glutaredoxin 2
torR	BW25113_RS05175	1052718	1053410	DNA-binding transcriptional dual regulator TorR
