"","gene","entry","gene_start","gene_end","gene_length","Binomial","ConNIS","ExpVsGamma","Geometric","InsDens","Tn5Gaps"
"4072","rrsC","STM14_4686",4113825,4115368,1543,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4073","gltU","STM14_4687",4115452,4115527,75,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4074","rrlC","STM14_4688",4115721,4118712,2991,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4075","unnamed_gene_1805","STM14_4689",4118719,4118817,98,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4076","aspT","STM14_4691",4118974,4119050,76,"non-essential","non-essential","essential","non-essential","non-essential","non-essential"
"4077","trpT","STM14_4692",4119059,4119134,75,"non-essential","non-essential","essential","non-essential","non-essential","non-essential"
"4078","yifA","STM14_4693",4119236,4120084,848,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4079","yifE","STM14_4694",4120191,4120529,338,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4080","yifB","STM14_4695",4120554,4122074,1520,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4081","unnamed_gene_1806","STM14_4696",4122161,4122346,185,"non-essential","non-essential","essential","non-essential","non-essential","non-essential"
"4082","ilvL","STM14_4697",4122426,4122524,98,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4083","ilvG","STM14_4698",4122664,4124310,1646,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4084","ilvM","STM14_4699",4124310,4124570,260,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4085","ilvE","STM14_4700",4124588,4125517,929,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4086","ilvD","STM14_4701",4125678,4127528,1850,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4087","ilvA","STM14_4702",4127531,4129075,1544,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4088","unnamed_gene_1807","STM14_4703",4129359,4129676,317,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4089","unnamed_gene_1808","STM14_4704",4129673,4130014,341,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4090","ilvY","STM14_4705",4130017,4130904,887,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4091","ilvC","STM14_4706",4131068,4132543,1475,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4092","ppiC","STM14_4707",4132635,4132916,281,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4093","unnamed_gene_1809","STM14_4708",4132921,4133268,347,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4094","unnamed_gene_1810","STM14_4709",4133205,4133354,149,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4095","rep","STM14_4710",4133355,4135478,2123,"essential","essential","essential","essential","non-essential","essential"
"4096","gppA","STM14_4711",4135518,4136999,1481,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4097","rhlB","STM14_4712",4137118,4138383,1265,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4098","trxA","STM14_4713",4138527,4138856,329,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4099","rhoL","STM14_4714",4139092,4139187,95,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4100","rho","STM14_4715",4139275,4140534,1259,"essential","essential","essential","essential","non-essential","essential"
"4101","rfe","STM14_4716",4140764,4141867,1103,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4102","wzzE","STM14_4717",4141879,4142925,1046,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4103","wecB","STM14_4718",4142981,4144111,1130,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4104","wecC","STM14_4719",4144108,4145370,1262,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4105","rffG","STM14_4720",4145370,4146437,1067,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4106","rffH","STM14_4721",4146470,4146694,224,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4107","wecD","STM14_4722",4146672,4147349,677,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4108","wecE","STM14_4723",4147354,4148484,1130,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4109","wzxE","STM14_4724",4148486,4149736,1250,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4110","unnamed_gene_1811","STM14_4725",4149733,4150812,1079,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4111","wecF","STM14_4726",4150809,4152167,1358,"essential","essential","non-essential","essential","non-essential","essential"
"4112","wecG","STM14_4727",4152164,4152904,740,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4113","yifK","STM14_4728",4153111,4154496,1385,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4114","argX","STM14_4729",4154599,4154675,76,"non-essential","non-essential","essential","non-essential","non-essential","non-essential"
"4115","hisR","STM14_4730",4154730,4154805,75,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4116","leuT","STM14_4731",4154826,4154912,86,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4117","proM","STM14_4732",4154955,4155031,76,"non-essential","non-essential","essential","non-essential","non-essential","non-essential"
"4118","unnamed_gene_1812","STM14_4733",4155257,4155382,125,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4119","hemY","STM14_4734",4155613,4156812,1199,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4120","hemX","STM14_4735",4156812,4157981,1169,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4121","hemD","STM14_4736",4158003,4158743,740,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4122","hemC","STM14_4737",4158740,4159696,956,"essential","non-essential","non-essential","essential","non-essential","non-essential"
"4123","unnamed_gene_1813","STM14_4738",4159908,4160012,104,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4124","cyaA","STM14_4739",4160058,4162604,2546,"non-essential","non-essential","non-essential","essential","essential","non-essential"
"4125","unnamed_gene_1814","STM14_4740",4162570,4162710,140,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4126","cyaY","STM14_4744",4164238,4164558,320,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4127","unnamed_gene_1818","STM14_4745",4164628,4165017,389,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4128","unnamed_gene_1819","STM14_4746",4165005,4165527,522,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4129","yifL","STM14_4747",4165713,4165916,203,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4130","dapF","STM14_4748",4165953,4166777,824,"essential","essential","essential","essential","non-essential","essential"
"4131","yigA","STM14_4749",4166774,4167481,707,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4132","xerC","STM14_4750",4167478,4168380,902,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4133","yigB","STM14_4751",4168380,4169096,716,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4134","uvrD","STM14_4752",4169232,4171394,2162,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4135","unnamed_gene_1820","STM14_4753",4171444,4171629,185,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4136","corA","STM14_4754",4171866,4172816,950,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4137","rarD","STM14_4757",4173754,4174638,884,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4138","yigI","STM14_4758",4174682,4175149,467,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4139","unnamed_gene_1821","STM14_4759",4175211,4175348,137,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4140","pldA","STM14_4760",4175314,4176183,869,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4141","recQ","STM14_4761",4176249,4178096,1847,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4142","rhtC","STM14_4762",4178160,4178780,620,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4143","rhtB","STM14_4763",4178820,4179440,620,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4144","pldB","STM14_4764",4179455,4180567,1112,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4145","yigL","STM14_4765",4180583,4181383,800,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4146","yigM","STM14_4766",4181464,4182363,899,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4147","metR","STM14_4767",4182251,4183204,953,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4148","unnamed_gene_1822","STM14_4768",4183187,4183360,173,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4149","metE","STM14_4769",4183453,4185717,2264,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4150","unnamed_gene_1823","STM14_4770",4185870,4186004,134,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4151","unnamed_gene_1824","STM14_4771",4185906,4186052,146,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4152","unnamed_gene_1825","STM14_4772",4186061,4187404,1343,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4153","dlhH","STM14_4773",4187484,4188296,812,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4154","udp","STM14_4774",4188555,4189316,761,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4155","yigN","STM14_4775",4189456,4190886,1430,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4156","ubiE","STM14_4776",4190982,4191737,755,"essential","essential","essential","essential","non-essential","essential"
"4157","yigP","STM14_4777",4191747,4192352,605,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4158","ubiB","STM14_4778",4192349,4193989,1640,"essential","essential","essential","essential","non-essential","essential"
"4159","tatA","STM14_4779",4194195,4194449,254,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4160","tatB","STM14_4780",4194453,4195001,548,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4161","tatC","STM14_4781",4195004,4195783,779,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4162","yigW","STM14_4782",4195813,4196607,794,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4163","rfaH","STM14_4783",4196615,4197103,488,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4164","unnamed_gene_1826","STM14_4784",4197098,4197223,125,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4165","yigC","STM14_4785",4197289,4198767,1478,"essential","essential","essential","essential","non-essential","essential"
"4166","fadA","STM14_4788",4201828,4202991,1163,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4167","fadB","STM14_4789",4203001,4205316,2315,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4168","pepQ","STM14_4790",4205380,4206711,1331,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4169","yigZ","STM14_4791",4206711,4207325,614,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4170","trkH","STM14_4792",4207364,4208815,1451,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4171","hemG","STM14_4793",4208827,4209372,545,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4172","rrsA","STM14_4794",4209750,4211291,1541,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4173","ileT","STM14_4795",4211361,4211437,76,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4174","unnamed_gene_1827","STM14_4797",4211633,4211749,116,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4175","rrlA","STM14_4798",4211805,4214797,2992,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4176","rrfA","STM14_4799",4214886,4215007,121,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4177","unnamed_gene_1829","STM14_4801",4215077,4215433,356,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4178","mobB","STM14_4802",4215268,4215783,515,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4179","mobA","STM14_4803",4215780,4216364,584,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4180","yihD","STM14_4804",4216434,4216703,269,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4181","yihE","STM14_4805",4216780,4217766,986,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4182","dsbA","STM14_4806",4217783,4218406,623,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4183","yihG","STM14_4807",4218419,4219327,908,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4184","unnamed_gene_1830","STM14_4808",4219525,4219656,131,"non-essential","non-essential","essential","non-essential","non-essential","non-essential"
"4185","polA","STM14_4809",4219715,4222501,2786,"essential","essential","essential","essential","non-essential","essential"
"4186","spf","STM14_4810",4222650,4222715,65,"non-essential","non-essential","essential","non-essential","non-essential","non-essential"
"4187","unnamed_gene_1831","STM14_4811",4222708,4222851,143,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4188","yihA","STM14_4812",4222836,4223468,632,"non-essential","essential","non-essential","essential","essential","non-essential"
"4189","unnamed_gene_1832","STM14_4813",4223708,4223932,224,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4190","yihI","STM14_4814",4224051,4224566,515,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4191","hemN","STM14_4815",4224755,4226128,1373,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4192","glnG","STM14_4817",4226441,4227850,1409,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4193","glnL","STM14_4818",4227859,4228908,1049,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4194","unnamed_gene_1834","STM14_4819",4228860,4229039,179,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4195","glnA","STM14_4820",4229183,4230592,1409,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4196","unnamed_gene_1835","STM14_4821",4230571,4230990,419,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4197","typA","STM14_4822",4230968,4232791,1823,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4198","unnamed_gene_1837","STM14_4824",4233565,4234443,878,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4199","yihP","STM14_4831",4240821,4242203,1382,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4200","yihQ","STM14_4832",4242249,4244285,2036,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4201","yihR","STM14_4833",4244329,4245180,851,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4202","yihS","STM14_4834",4245190,4246431,1241,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4203","yihT","STM14_4835",4246447,4247325,878,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4204","yihU","STM14_4836",4247348,4248244,896,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4205","unnamed_gene_1842","STM14_4837",4248232,4248351,119,"non-essential","non-essential","essential","non-essential","non-essential","non-essential"
"4206","yihV","STM14_4838",4248403,4249305,902,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4207","yihW","STM14_4839",4249339,4250142,803,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4208","yihX","STM14_4840",4250333,4250932,599,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4209","rbn","STM14_4841",4250926,4251798,872,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4210","yihZ","STM14_4842",4251795,4252232,437,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4211","yiiD","STM14_4843",4252229,4253218,989,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4212","unnamed_gene_1843","STM14_4844",4253233,4253661,428,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4213","unnamed_gene_1844","STM14_4845",4253676,4253987,311,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4214","unnamed_gene_1845","STM14_4846",4254073,4255002,929,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4215","unnamed_gene_1846","STM14_4847",4255220,4255531,311,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4216","unnamed_gene_1847","STM14_4848",4255532,4255822,290,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4217","fdhE","STM14_4849",4255869,4256798,929,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4218","fdoI","STM14_4850",4256795,4257430,635,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4219","fdoH","STM14_4851",4257427,4258329,902,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4220","fdoG","STM14_4852",4258342,4261392,3050,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4221","fdhD","STM14_4853",4261587,4262423,836,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4222","unnamed_gene_1850","STM14_4856",4263770,4263904,134,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4223","unnamed_gene_1852","STM14_4859",4265360,4265683,323,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4224","unnamed_gene_1853","STM14_4860",4265683,4266342,659,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4225","unnamed_gene_1854","STM14_4861",4266425,4266991,566,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4226","yiiL","STM14_4862",4267080,4267394,314,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4227","unnamed_gene_1855","STM14_4863",4267391,4268644,1253,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4228","rhaD","STM14_4864",4268666,4269493,827,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4229","rhaA","STM14_4865",4269636,4270895,1259,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4230","rhaB","STM14_4866",4270892,4272361,1469,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4231","unnamed_gene_1856","STM14_4867",4272347,4272496,149,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4232","unnamed_gene_1857","STM14_4868",4272426,4272560,134,"non-essential","non-essential","essential","non-essential","non-essential","non-essential"
"4233","rhaS","STM14_4869",4272649,4273485,836,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4234","rhaR","STM14_4870",4273638,4274486,848,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4235","rhaT","STM14_4871",4274483,4275517,1034,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4236","unnamed_gene_1859","STM14_4873",4275986,4276111,125,"non-essential","non-essential","essential","non-essential","non-essential","non-essential"
"4237","unnamed_gene_1862","STM14_4876",4278277,4278792,515,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4238","unnamed_gene_1863","STM14_4877",4278811,4279794,983,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4239","sodA","STM14_4878",4280123,4280743,620,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4240","yiiM","STM14_4879",4280813,4281502,689,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4241","unnamed_gene_1864","STM14_4880",4281514,4281909,395,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4242","cpxA","STM14_4881",4281960,4283333,1373,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4243","cpxR","STM14_4882",4283330,4284028,698,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4244","cpxP","STM14_4883",4284179,4284679,500,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4245","fieF","STM14_4884",4284827,4285729,902,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4246","pfkA","STM14_4885",4285914,4286876,962,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4247","unnamed_gene_1865","STM14_4886",4286951,4287055,104,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4248","sbp","STM14_4887",4287080,4288069,989,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4249","ushB","STM14_4888",4288035,4288925,890,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4250","unnamed_gene_1867","STM14_4890",4290533,4291492,959,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4251","unnamed_gene_1868","STM14_4891",4291502,4292542,1040,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4252","unnamed_gene_1869","STM14_4892",4292605,4293327,722,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4253","unnamed_gene_1870","STM14_4893",4293425,4293589,164,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4254","unnamed_gene_1871","STM14_4894",4293605,4293736,131,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4255","unnamed_gene_1872","STM14_4895",4293826,4294176,350,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4256","ydeV","STM14_4896",4294190,4295782,1592,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4257","ydeW","STM14_4897",4295871,4296830,959,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4258","unnamed_gene_1873","STM14_4898",4296957,4297091,134,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4259","ego","STM14_4899",4297086,4298621,1535,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4260","yneC","STM14_4904",4302691,4302984,293,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4261","unnamed_gene_1874","STM14_4905",4302994,4303758,764,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4262","tpiA","STM14_4906",4303850,4304617,767,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4263","yiiQ","STM14_4907",4304730,4305326,596,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4264","yiiR","STM14_4908",4305427,4305855,428,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4265","unnamed_gene_1875","STM14_4909",4305795,4305962,167,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4266","fpr","STM14_4910",4305962,4306708,746,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4267","glpX","STM14_4911",4306805,4307905,1100,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4268","glpK","STM14_4912",4307927,4309435,1508,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4269","glpF","STM14_4913",4309456,4310301,845,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4270","unnamed_gene_1876","STM14_4914",4310547,4310666,119,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4271","yiiU","STM14_4915",4310700,4310939,239,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4272","unnamed_gene_1877","STM14_4916",4311024,4311164,140,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4273","menG","STM14_4917",4311161,4311646,485,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4274","menA","STM14_4918",4311739,4312668,929,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4275","hslU","STM14_4919",4312735,4314066,1331,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4276","hslV","STM14_4920",4314076,4314606,530,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4277","ftsN","STM14_4921",4314698,4315672,974,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4278","cytR","STM14_4922",4315766,4316956,1190,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4279","priA","STM14_4923",4316946,4319144,2198,"essential","essential","non-essential","essential","non-essential","essential"
"4280","rpmE","STM14_4924",4319348,4319560,212,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4281","unnamed_gene_1878","STM14_4925",4319606,4320268,662,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4282","metB","STM14_4928",4323157,4324458,1301,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4283","metL","STM14_4929",4324461,4326893,2432,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4284","unnamed_gene_1882","STM14_4932",4329102,4330226,1124,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4285","unnamed_gene_1883","STM14_4933",4330362,4331918,1556,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4286","unnamed_gene_1884","STM14_4934",4332008,4332127,119,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4287","metF","STM14_4935",4332113,4333003,890,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4288","katG","STM14_4936",4333168,4335348,2180,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4289","yijF","STM14_4937",4335406,4336029,623,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4290","unnamed_gene_1885","STM14_4938",4336017,4336178,161,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4291","gldA_2","STM14_4939",4336288,4337391,1103,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4292","talC","STM14_4940",4337403,4338065,662,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4293","ptsA","STM14_4941",4338076,4340577,2501,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4294","unnamed_gene_1886","STM14_4942",4340213,4340539,326,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4295","unnamed_gene_1887","STM14_4943",4340772,4340927,155,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4296","frwC","STM14_4944",4340886,4341965,1079,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4297","frwB","STM14_4945",4341980,4342300,320,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4298","pflD","STM14_4946",4342399,4344696,2297,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4299","pflC","STM14_4947",4344662,4345540,878,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4300","frwD","STM14_4948",4345542,4345895,353,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4301","yijO","STM14_4949",4345882,4346733,851,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4302","unnamed_gene_1888","STM14_4950",4346732,4346872,140,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4303","unnamed_gene_1889","STM14_4951",4346784,4346900,116,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4304","yijP","STM14_4952",4346894,4348627,1733,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4305","unnamed_gene_1890","STM14_4953",4348703,4348810,107,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4306","ppc","STM14_4954",4348838,4351489,2651,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4307","argE","STM14_4955",4351858,4353009,1151,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4308","argC","STM14_4956",4353098,4354102,1004,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4309","argB","STM14_4957",4354113,4354886,773,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4310","argH","STM14_4958",4355004,4356380,1376,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4311","oxyR","STM14_4959",4356665,4357582,917,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4312","udhA","STM14_4960",4357565,4358965,1400,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4313","unnamed_gene_1891","STM14_4961",4358974,4359162,188,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4314","yijC","STM14_4962",4359164,4359799,635,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4315","yijD","STM14_4963",4359815,4360174,359,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
